#"Step","Potential Energy (kJ/mole)","Total Energy (kJ/mole)","Temperature (K)","Speed (ns/day)"
16750,-37902.59453015466,-30420.54156818305,309.13230171443826,1.14e+03
17000,-37812.20307041408,-30674.036916225974,294.9240996394648,1.14e+03
17250,-38320.74035981874,-30889.555725538346,307.03060004198613,1.14e+03
17500,-37810.93668587756,-30597.3844567404,298.0387890147827,1.14e+03
17750,-37810.14814531611,-30411.502515622386,305.68620199582176,1.14e+03
18000,-37989.022061241645,-30845.330321671994,295.1523975325697,1.14e+03
18250,-37861.335422994394,-30476.066589444235,305.1335194897712,1.14e+03
18500,-37992.93808935865,-30557.175064587296,307.2197631497337,1.14e+03
18750,-37931.0146097246,-30551.013410073094,304.91587925119563,1.14e+03
19000,-37913.63469603687,-30582.258969786635,302.9068444861531,1.14e+03
19250,-37889.62626207911,-30646.47921424464,299.2615435808384,1.14e+03
19500,-37959.83939936082,-30573.60176264937,305.17354705341984,1.14e+03
19750,-37759.57713917823,-30591.81147791905,296.1470479127531,1.14e+03
20000,-37867.809552586434,-30576.93347796568,301.23354030206264,1.14e+03
20250,-37705.554387752374,-30332.136998638918,304.6438591898535,1.14e+03
20500,-38105.71318162297,-30947.665663642518,295.7455281673818,1.14e+03
20750,-37974.5472866864,-30841.342179350933,294.71912650705536,1.14e+03
21000,-37971.581498199055,-30776.07695708974,297.29312156641953,1.14e+03
21250,-38069.37259902849,-31012.581410733022,291.56197020304114,1.14e+03
21500,-38038.23931965366,-30757.78854309203,300.80280339048807,1.14e+03
21750,-37894.59264980495,-30359.591643416847,311.31993001978987,1.14e+03
22000,-37590.28843946697,-30134.92316476337,308.0296596675925,1.14e+03
22250,-37654.7159893183,-30532.94026689566,294.2469042328692,1.14e+03
22500,-37920.09294949559,-30493.029266657017,306.8603367184121,1.14e+03
22750,-38144.719164498994,-30781.806385058822,304.20984539933124,1.14e+03
23000,-37977.36415034259,-30724.737332036777,299.6532145941853,1.14e+03
23250,-37743.80396871455,-30328.71623542905,306.365532301847,1.14e+03
23500,-38060.45822484241,-30781.055421881465,300.75950478074003,1.14e+03
23750,-37828.78612920744,-30583.395742946857,299.35423049106373,1.14e+03
24000,-37949.76963427785,-30593.01973896782,303.95521654732585,1.14e+03
24250,-37738.714352720126,-30412.98076136288,302.6737311742162,1.14e+03
24500,-37903.491554400505,-30556.944036871282,303.5336899232334,1.14e+03
24750,-38110.911640384904,-30807.871610826318,301.73611244462757,1.14e+03
25000,-38018.30924333708,-30720.416729825607,301.5234350562363,1.14e+03
25250,-37648.66359743962,-30368.173996724392,300.8044074689442,1.14e+03
25500,-37943.24562417023,-30644.727881406958,301.549267345675,1.14e+03
25750,-37749.2630462012,-30379.67689377989,304.4855658680774,1.15e+03
26000,-37693.85009286273,-30280.628405714873,306.2884337915094,1.14e+03
26250,-36936.941938766075,-29784.982735327707,295.49398027036466,1.14e+03
26500,-37461.7508891045,-30023.619900539925,307.3175991449473,1.14e+03
26750,-37481.20787824114,-30230.633488649823,299.56841540660383,1.14e+03
27000,-37452.08306831628,-30336.22945061553,294.0022235452322,1.14e+03
27250,-37296.95802773099,-29951.110389180307,303.5047733677562,1.14e+03
27500,-37428.44755762926,-30226.39034498221,297.5638550730031,1.14e+03
27750,-37699.85585512,-30349.461472783936,303.69262894413663,1.14e+03
28000,-37667.287335568806,-30216.85049580469,307.8260339455567,1.14e+03
28250,-37384.20719557404,-30153.044852154417,298.76637744395595,1.14e+03
28500,-37642.432409496134,-30067.35016892021,312.97594665626804,1.14e+03
28750,-37613.95814732625,-30215.015328190057,305.6984808258251,1.14e+03
29000,-37097.87103723441,-29938.297859521437,295.8085631000593,1.14e+03
29250,-37378.822794557665,-30271.15214870975,293.6641317224949,1.14e+03
29500,-37183.797729263984,-29762.860892743774,306.6071968229485,1.14e+03
29750,-37293.757416718756,-29842.644295127247,307.8539755491476,1.14e+03
30000,-37376.85413790596,-30233.975664647383,295.1187962084509,1.14e+03
30250,-37501.65468970142,-30259.67152371994,299.21345604684643,1.14e+03
30500,-37548.0879780344,-30299.1289530684,299.50167418099744,1.14e+03
30750,-37587.72583757588,-30120.299061172904,308.5279988001025,1.14e+03
31000,-37381.71691953004,-30005.48757140615,304.76003951704985,1.14e+03
31250,-37369.982615227374,-30238.949041520274,294.6294063203366,1.14e+03
31500,-37689.08245299733,-30391.588139827596,301.5069828085966,1.14e+03
31750,-37485.306296827854,-30209.719255919685,300.60185081702645,1.14e+03
32000,-37529.3290837066,-30246.743592585903,300.8910023418324,1.14e+03
32250,-37350.28419760364,-30073.658350626763,300.64477065636567,1.14e+03
32500,-37506.74046481849,-30154.184991564893,303.78191767450886,1.14e+03
32750,-37680.64821825182,-30529.934085911198,295.44253828028525,1.14e+03
33000,-37412.128488740535,-30289.378001170582,294.28717812496166,1.14e+03
33250,-37546.44318973413,-30333.48327559745,298.014316627275,1.14e+03
33500,-37616.08009955258,-30346.340430802375,300.3602578179712,1.14e+03
33750,-37785.748576681974,-30578.510863017204,297.77789528519907,1.14e+03
34000,-37118.40374702116,-30165.788602403773,287.2577798518917,1.14e+03
34250,-37510.34141536316,-30316.002107084292,297.2449782147565,1.14e+03
34500,-37359.70278652973,-30188.28738985519,296.2978422355589,1.14e+03
34750,-37327.62981865319,-29945.331886766915,305.0107722071483,1.14e+03
35000,-37656.82906028279,-30240.966862325324,306.39753047772973,1.14e+03
35250,-37601.668323774735,-30173.620330056554,306.9010050068299,1.14e+03
35500,-37566.56925615147,-30415.40173317623,295.4612707981073,1.14e+03
35750,-37614.39955373912,-30464.024016276584,295.42854872226616,1.14e+03
36000,-37505.79280658567,-30304.819933877676,297.51905393314144,1.14e+03
36250,-37251.316340096644,-29981.414254133007,300.3669683300835,1.14e+03
36500,-36994.29445590527,-29534.726850971405,308.2032852785378,1.15e+03
36750,-37149.20000045592,-30028.915358527185,294.1852979935839,1.15e+03
37000,-37471.030814319005,-30115.589601883286,303.9011463407654,1.15e+03
37250,-37465.28435860557,-29780.7869048735,317.4966011955299,1.15e+03
37500,-37444.25039863179,-30172.912712920574,300.4262822986649,1.15e+03
37750,-37497.635551128915,-30295.682370784605,297.5595568215255,1.15e+03
38000,-37712.95743474501,-30216.091398519435,309.744326216653,1.15e+03
38250,-37532.432351843774,-30431.353628598474,293.3917764989717,1.15e+03
38500,-37551.79803069765,-30262.878385769116,301.15270745886147,1.15e+03
38750,-37546.882595549105,-30267.977723395918,300.73893201849415,1.15e+03
39000,-37760.881949466886,-30506.063055875595,299.74378349044616,1.15e+03
39250,-37522.61019287701,-30288.208194120554,298.90022868988086,1.15e+03
39500,-37544.40044930778,-30342.560913417634,297.55486142951605,1.15e+03
39750,-37512.15098627811,-30235.443666958396,300.64813680907724,1.15e+03
40000,-37628.20912581845,-30379.38998419908,299.4958946895754,1.14e+03
40250,-37965.55095896404,-30755.413599235006,297.8976985352642,1.14e+03
40500,-38115.610886718,-30743.700780680025,304.58158351647535,1.14e+03
40750,-37643.75092105681,-30246.459611620725,305.6302462119439,1.14e+03
41000,-37415.355469869886,-30053.184209436382,304.1792084232952,1.14e+03
41250,-37612.67332452984,-30307.682995348994,301.81669201474364,1.14e+03
41500,-37639.60440370804,-30399.965276530856,299.11660854863135,1.14e+03
41750,-37797.99607212172,-30444.582247524348,303.81738175474595,1.14e+03
42000,-37718.98967754483,-30681.90003921758,290.747970954443,1.14e+03
42250,-37696.904922705,-30499.577015314106,297.36845669413873,1.14e+03
42500,-37732.022783487686,-30266.80581672804,308.43669718210185,1.14e+03
42750,-37748.92675102013,-30507.921510529704,299.1730515803863,1.14e+03
43000,-37641.697915061086,-30523.62207669014,294.0940379435247,1.14e+03
43250,-37784.5958291525,-30450.202111316845,303.0315373599003,1.14e+03
43500,-38159.19127514082,-30651.475843151653,310.1925853644641,1.14e+03
43750,-37955.47308046906,-30665.341432611953,301.2027831876619,1.14e+03
44000,-37774.919850907114,-30578.055397370656,297.34930839921384,1.14e+03
44250,-37486.38413056257,-30462.013328981964,290.22247303313657,1.14e+03
44500,-37862.908125377115,-30640.7000849866,298.3964169104358,1.14e+03
44750,-37224.23876852196,-29702.50282503877,310.77186394099766,1.14e+03
45000,-37349.758227481594,-29874.05110920369,308.87011361214513,1.14e+03
45250,-37315.00111516239,-29919.484315700363,305.5569296562494,1.14e+03
45500,-37192.26006157647,-30013.121638140146,296.6169307332222,1.14e+03
45750,-37355.931253766,-30046.0278599484,302.0196826895426,1.14e+03
46000,-37514.12007134929,-30178.641919050453,303.07634240516853,1.14e+03
46250,-37769.68824329146,-30562.98214206344,297.7559309156565,1.14e+03
46500,-37562.469639006624,-30460.32147896159,293.435961893157,1.14e+03
46750,-37557.64720182802,-30499.87128163065,291.60265588663015,1.14e+03
47000,-37314.58584158713,-30034.108439306117,300.80390347223846,1.14e+03
47250,-37491.70582839899,-30421.263550792413,292.12598554496697,1.14e+03
47500,-37227.58587759439,-29981.28185462029,299.391978769727,1.14e+03
47750,-37275.10213698927,-29987.47359823357,301.0993634602296,1.14e+03
48000,-37236.47280811728,-30055.027707085712,296.71223459674144,1.14e+03
48250,-37018.21376063765,-29867.778670458094,295.43100923258066,1.14e+03
48500,-37272.5266903179,-29936.317669016193,303.1065393602366,1.14e+03
48750,-37367.672715024906,-29887.907598562888,309.03777592693814,1.14e+03
49000,-37202.71548694628,-29835.08665482921,304.4046962278975,1.14e+03
49250,-37337.719327380386,-30010.956040563964,302.7162745949829,1.14e+03
49500,-37450.30300457607,-30178.11230597779,300.4615258125119,1.14e+03
49750,-37302.04605817614,-29844.761010372138,308.1089779884217,1.14e+03
50000,-37484.67995431551,-30064.74817644895,306.5656713089564,1.14e+03
50250,-37560.3993175441,-30240.93981279395,302.4145078241724,1.14e+03
50500,-37482.31616327018,-30150.512042436196,302.9245442544373,1.14e+03
50750,-37476.17612229462,-30237.148236223613,299.09135420052456,1.14e+03
51000,-37706.72638918526,-30350.96401524087,303.9144156128361,1.14e+03
51250,-37549.140161831776,-30315.95099091684,298.850118878558,1.14e+03
51500,-37044.24688928417,-30037.858799355396,289.4794901817386,1.14e+03
51750,-37630.56932175145,-30076.01446356796,312.1278268956357,1.14e+03
52000,-37670.39768782206,-30262.546957620943,306.0665246053815,1.14e+03
52250,-37249.03429170535,-29923.214892570162,302.6772764519675,1.14e+03
52500,-37537.193453790765,-30285.578942322783,299.611389610533,1.14e+03
52750,-37601.93140006464,-30161.533510920854,307.41125956106185,1.14e+03
53000,-37161.22454231593,-29883.05412964418,300.70858671738955,1.14e+03
53250,-37054.81970211404,-29432.687072965375,314.9199044162538,1.14e+03
53500,-37225.93903364762,-29670.55191053878,312.162213176155,1.14e+03
53750,-37121.18464031082,-29656.949578691623,308.3961282904254,1.14e+03
54000,-37391.41263227083,-29781.909222578746,314.3981091684374,1.14e+03
54250,-37679.855075835716,-30345.05861687893,303.04817721668854,1.14e+03
54500,-37879.7125129347,-30633.68650160136,299.38049229952287,1.14e+03
54750,-37845.81107105038,-30466.436984921835,304.8899691102524,1.14e+03
55000,-38116.26297355603,-30949.326080476487,296.11280610555656,1.14e+03
55250,-38039.539668936224,-30976.553927296714,291.81790751637885,1.14e+03
55500,-38077.18890427673,-30970.856990129367,293.6088200033619,1.14e+03
55750,-38018.33634927301,-30782.49681107761,298.95962279973634,1.14e+03
56000,-37841.257931760425,-30480.709076314146,304.11217631451933,1.14e+03
56250,-37844.943560985994,-30585.53449213333,299.9334335037557,1.14e+03
56500,-37810.03628914105,-30704.5090459371,293.57557380982064,1.14e+03
56750,-38063.821986839495,-30649.359734477795,306.33968961420015,1.14e+03
57000,-37923.52190047703,-30588.308190310985,303.06541657965056,1.14e+03
57250,-37732.18216784447,-30553.52310508964,296.5971252237485,1.14e+03
57500,-37793.06124882496,-30486.384892459057,301.8863527705709,1.14e+03
57750,-37649.42693820162,-30516.72185139355,294.6984674048912,1.14e+03
58000,-38000.70751563445,-30855.86604733378,295.1999003089833,1.14e+03
58250,-37954.1317258261,-30630.77851644883,302.57538210288897,1.14e+03
58500,-37692.83287311197,-30345.556265466294,303.5638133809263,1.14e+03
58750,-37425.83228018944,-30095.641093997925,302.85790342723703,1.14e+03
59000,-37657.39966449293,-30432.266162230284,298.51728677953537,1.14e+03
59250,-37773.91528924127,-30666.994735219894,293.6331405474771,1.14e+03
59500,-37899.818216859625,-30744.813983001775,295.6197902943179,1.14e+03
59750,-37584.9068067428,-30155.456708462472,306.9589350713115,1.14e+03
60000,-37498.95132678663,-30274.029548433697,298.5085390869074,1.14e+03
60250,-37421.27500543569,-29956.38270165131,308.4232832416585,1.14e+03
60500,-37227.16711472723,-29920.592269892368,301.8821586685776,1.14e+03
60750,-37434.668527819216,-29878.13792727748,312.2094576707591,1.14e+03
61000,-37731.55538793749,-30389.873984067264,303.33263909888683,1.13e+03
61250,-37739.130487839284,-30475.543233357428,300.1060615440953,1.14e+03
61500,-37777.42936442702,-30430.816521935194,303.5363889225792,1.14e+03
61750,-37515.268833542796,-30356.19526534746,295.78792097938344,1.14e+03
62000,-37422.04341918565,-29987.087140382122,307.1864312234294,1.14e+03
62250,-37746.15633046665,-30455.811513705557,301.21159058240727,1.14e+03
62500,-37631.75634354539,-30264.72326999856,304.3800815641119,1.13e+03
62750,-37301.942418727645,-29762.806287647312,311.49077893257913,1.13e+03
63000,-37251.51235417253,-29814.833658894757,307.2575954576178,1.13e+03
63250,-37130.82540840533,-29890.706395282352,299.1364357601919,1.13e+03
63500,-37574.25704920906,-30358.803746566147,298.1173347336581,1.13e+03
63750,-37810.70115241455,-30608.542765229242,297.5680352516312,1.13e+03
64000,-38157.89913238908,-30735.85667110185,306.6528773775768,1.13e+03
64250,-37785.339183804375,-30628.22852503162,295.7068204163503,1.13e+03
64500,-37979.62360712563,-30683.862371321797,301.435378103592,1.13e+03
64750,-38147.525391054834,-30680.950849309127,308.49278743999287,1.13e+03
65000,-37822.60952605479,-30465.277772448346,303.9792569003354,1.13e+03
65250,-37451.36809995907,-30190.656495292176,299.9872497352587,1.13e+03
65500,-37802.50522500262,-30564.46500268657,299.05054738300504,1.13e+03
65750,-37804.745322479255,-30281.308474060934,310.84213939350616,1.13e+03
66000,-38045.142832092126,-30643.42739653366,305.81303565465936,1.13e+03
66250,-38045.64545624406,-30700.865669087332,303.4606534770018,1.13e+03
66500,-37529.08609203293,-30028.747451032483,309.8878021199186,1.13e+03
66750,-37654.55149883669,-30345.30132511907,301.99269391599887,1.13e+03
67000,-37491.267581891676,-30164.490793496778,302.7168324330592,1.13e+03
67250,-37650.10799623729,-30281.750132179324,304.43481728197946,1.13e+03
67500,-37935.66639100158,-30587.694594846616,303.59253614259256,1.13e+03
67750,-37892.13195264668,-30572.787381764996,302.4097591580665,1.13e+03
68000,-37650.23858131218,-30443.847646014357,297.74290935995276,1.13e+03
68250,-37548.12482131875,-30242.892110336776,301.8267063843903,1.13e+03
68500,-37607.60640980906,-30184.254088320973,306.7069962271589,1.13e+03
68750,-37865.56455679322,-30485.914106656244,304.90138750604183,1.13e+03
69000,-37694.12057079378,-30371.127498706366,302.56050248764006,1.13e+03
69250,-37823.2730845481,-30546.326416387485,300.658025867398,1.13e+03
69500,-37454.06737497146,-30066.92411994352,305.2109640399174,1.14e+03
69750,-37414.55330815885,-30158.835495563893,299.78092368473114,1.14e+03
70000,-37650.451415462274,-30265.701430910587,305.1120824609296,1.13e+03
70250,-37850.87227701253,-30441.057417589676,306.14767556625657,1.13e+03
70500,-37700.32037789456,-30444.07371006615,299.80277413626123,1.13e+03
70750,-37713.10431177376,-30463.193236470426,299.5410095764596,1.13e+03
71000,-37921.24634414233,-30632.923701795953,301.12804139684744,1.13e+03
71250,-37358.51824033065,-30218.566908026958,294.99785696551527,1.13e+03
71500,-37829.5112577992,-30350.32095052846,309.0140268183378,1.13e+03
71750,-37856.91864587512,-30808.2195304209,291.22763401005113,1.13e+03
72000,-37524.46393364205,-30346.387240573327,296.5730637419026,1.13e+03
72250,-37273.00186405124,-30001.199916238693,300.4454639875293,1.13e+03
72500,-37316.270492917014,-29806.088055363012,310.2945134198353,1.13e+03
72750,-37756.76934026528,-30232.339273595222,310.8831757034367,1.13e+03
73000,-37592.523760630924,-30158.816313164018,307.13483387341,1.13e+03
73250,-37710.80833302927,-30584.700276169693,294.4259011636709,1.13e+03
73500,-38048.04656727091,-30610.90093031121,307.27688785739537,1.13e+03
73750,-37748.636007300025,-30417.97501664926,302.8773141069772,1.13e+03
74000,-37753.100932108035,-30638.28262526801,293.9594481156821,1.13e+03
74250,-37795.62132052146,-30602.813399690436,297.18170663288254,1.13e+03
74500,-37936.61904819019,-30775.435118057183,295.8751137654486,1.13e+03
74750,-37705.74202949257,-30446.443364444713,299.9288720040615,1.13e+03
75000,-37652.12017989703,-30314.63336290777,303.1593334160955,1.13e+03
75250,-37675.99130798297,-30480.097505349462,297.309204493332,1.13e+03
75500,-37627.37191674751,-30206.446575318783,306.6067218859081,1.13e+03
75750,-38018.816207885975,-30618.258259139722,305.7652123414214,1.13e+03
76000,-38131.10567461871,-30913.41272779493,298.20986901057,1.13e+03
76250,-38048.02275574024,-30766.868921060144,300.83185129692566,1.13e+03
76500,-38060.193499736924,-30865.45983639566,297.26127158888124,1.13e+03
76750,-38086.39772172342,-30641.43861884228,307.5997129853301,1.13e+03
77000,-38081.29622109581,-31001.897959507856,292.49601552956494,1.13e+03
77250,-37893.353517212556,-30747.120165830594,295.2574080575683,1.13e+03
77500,-37851.226635034545,-30463.21101941762,305.24700693324735,1.13e+03
77750,-37841.35422925925,-30313.67314604664,311.01749635470946,1.13e+03
78000,-37966.269280846114,-30526.60093421524,307.38111741192694,1.13e+03
78250,-37828.72223108413,-30554.92847392999,300.52775859429994,1.13e+03
78500,-37982.19105355698,-30630.29523674934,303.7546629736243,1.13e+03
78750,-38381.01987155026,-31093.621879401268,301.08983807948914,1.13e+03
79000,-38271.20465356615,-31044.276548446534,298.5914335029893,1.13e+03
79250,-37837.373202824354,-30648.30353830065,297.02725493592794,1.13e+03
79500,-37995.53306194747,-30771.559826673736,298.4693485991044,1.13e+03
79750,-38199.52983139703,-31136.987095218763,291.79960407765645,1.13e+03
80000,-37963.674104544305,-30493.669358484418,308.63451150428153,1.13e+03
80250,-37890.493024348514,-30541.709869986167,303.6260586305299,1.13e+03
80500,-37629.53717688497,-30404.43239778551,298.5161000387315,1.13e+03
80750,-37832.69221172834,-30591.389771242946,299.18533084638193,1.13e+03
81000,-37776.44500943483,-30637.995557140384,294.9358045279666,1.13e+03
81250,-37733.24132677948,-30408.067655239138,302.65059724257253,1.13e+03
81500,-37559.39014367279,-30304.538333086384,299.74514350574105,1.13e+03
81750,-37771.570224452094,-30326.69341248463,307.5963130121296,1.13e+03
82000,-37609.092212272226,-30249.079273356474,304.09003411485156,1.13e+03
82250,-38487.97582401827,-31104.785251535737,305.04765299956273,1.13e+03
82500,-38370.343545222044,-31082.80631939959,301.09559072868456,1.13e+03
82750,-38345.084136094665,-30853.7529965227,309.5156436143006,1.13e+03
83000,-38257.74068526138,-30947.45087494218,302.035648070056,1.13e+03
83250,-38596.74376331229,-31058.587730784493,311.45028468280674,1.13e+03
83500,-38553.64495320598,-31260.80505577827,301.3146786029485,1.13e+03
83750,-38467.13158541618,-31301.493268503138,296.05915347287095,1.13e+03
84000,-38715.431135240244,-31444.285324778175,300.4183546833816,1.13e+03
84250,-38572.28846324177,-31203.297248954303,304.46098510185885,1.13e+03
84500,-38425.797309078014,-31127.21393965822,301.55197880995985,1.13e+03
84750,-38532.571043441974,-31286.51826002283,299.38159842862274,1.13e+03
85000,-38301.34241295996,-30984.90998298599,302.28943966470075,1.13e+03
85250,-38671.97260304584,-31530.014337157103,295.0807764532127,1.13e+03
85500,-38385.17137728902,-31267.028663287754,294.09680101104567,1.13e+03
85750,-38722.92176144244,-31453.001556148054,300.367716957559,1.13e+03
86000,-38359.67648021164,-31206.881874441955,295.52849617754276,1.13e+03
86250,-38704.32666864578,-31220.78639078472,309.1937524134132,1.13e+03
86500,-39132.00080172438,-31682.700886702747,307.7790601852391,1.13e+03
86750,-38680.011534588586,-31619.052503384824,291.73417091826923,1.13e+03
87000,-38415.51308304153,-31291.01746015891,294.35928102222124,1.13e+03
87250,-38259.066031639726,-30816.96389720429,307.4816730254374,1.13e+03
87500,-38213.71673305528,-30710.917152036185,309.9894795681018,1.13e+03
87750,-38730.33803307713,-31283.03108221834,307.69671786528704,1.13e+03
88000,-38620.31209229198,-31442.752508880425,296.55169857656995,1.13e+03
88250,-38551.77043163258,-31166.693886742287,305.12557479380087,1.13e+03
88500,-38424.88762385526,-31102.089744824334,302.5524377921432,1.13e+03
88750,-38440.919021183276,-30989.861325582606,307.85168554074886,1.13e+03
89000,-38143.8241211616,-30900.557486999838,299.2664844702969,1.13e+03
89250,-38102.25818666426,-30863.23001155659,299.0913661425101,1.13e+03
89500,-38328.96327764445,-31150.48141711144,296.5898038467175,1.13e+03
89750,-38359.21386617431,-30821.2882457136,311.44076486077336,1.13e+03
90000,-38097.81886878543,-30793.229327396984,301.80013286267746,1.13e+03
90250,-38249.21941212419,-30723.648965895118,310.9302922047096,1.13e+03
90500,-38082.43698399622,-30787.19152540542,301.4140679901983,1.13e+03
90750,-38533.8193015873,-30995.667993656592,311.45008947895275,1.13e+03
91000,-38542.55514560864,-31030.109058536967,310.3880395134395,1.13e+03
91250,-38408.69510634433,-31044.197416931478,304.2753283450353,1.13e+03
91500,-38281.55196890872,-31133.75172660951,295.3221465188232,1.13e+03
91750,-38357.982002397475,-30855.36709615722,309.9818494511085,1.13e+03
92000,-38612.78836512042,-31334.9937223515,300.69306121716,1.13e+03
92250,-38292.45063859245,-31062.069889112114,298.73408471164214,1.13e+03
92500,-38097.334600076225,-30984.97851060159,293.8577178919917,1.13e+03
92750,-38480.459908954974,-30974.720969687623,310.1109235869381,1.13e+03
93000,-38296.86671767771,-30854.615474308055,307.4878336859239,1.13e+03
93250,-38499.32213450779,-31046.94558105673,307.90617614179075,1.13e+03
93500,-38319.33426054509,-31075.940187827568,299.27174978641676,1.13e+03
93750,-38559.246099824435,-31294.55146845337,300.15181449029427,1.13e+03
94000,-38568.98015280711,-31295.074590218166,300.5323780044513,1.13e+03
94250,-38593.85847923221,-31215.61364389598,304.8433124107587,1.13e+03
94500,-38417.80985623982,-31153.138039963436,300.15087185025044,1.13e+03
94750,-38561.665573061735,-31014.627425714687,311.81726265157045,1.13e+03
95000,-38220.105878998904,-30992.55190500096,298.6172922195624,1.13e+03
95250,-38348.57922625885,-31091.762177023746,299.8263403042639,1.13e+03
95500,-38558.99560672973,-31124.35156317425,307.1735307532784,1.13e+03
95750,-38375.914909075625,-31383.547003967367,288.9002251022133,1.13e+03
96000,-38565.10755477779,-31392.785365019256,296.3353077593475,1.13e+03
96250,-38413.85646796774,-31278.704633513815,294.79955847378915,1.13e+03
96500,-38351.91683679112,-31136.233951866772,298.12682027184565,1.13e+03
96750,-38492.27326724722,-31125.908447761525,304.35247163979045,1.13e+03
