"Steps","Aim Temp (K)","E solute scaled (kJ/mole)","E solute not scaled (kJ/mole)","E solvent (kJ/mole)","E solvent-solute (kJ/mole)"
10250,387.298,-738.455,754.437,-35745.7,-2125.2
10500,387.298,-726.269,780.688,-36117.2,-2008.9
10750,387.298,-699.963,767.042,-36128.1,-2086.76
11000,387.298,-707.649,821.77,-36113.8,-2067.38
11250,387.298,-662.728,792.21,-36038.3,-2150.86
11500,387.298,-704.141,783.747,-36098.5,-2133.29
11750,387.298,-719.731,813.499,-35821.4,-2114.43
12000,387.298,-663.415,891.63,-35970.9,-2171.29
12250,387.298,-682.186,834.535,-36376.9,-2018.5
12500,387.298,-725.012,771.527,-36086.8,-2167.27
12750,387.298,-762.736,846.848,-35867.4,-2109.06
13000,387.298,-736.36,823.994,-36078.9,-1989.75
13250,387.298,-726.83,798.158,-36013.5,-2001.81
13500,387.298,-708.459,838.373,-35811.9,-2215.92
13750,387.298,-670.681,783.13,-35818.5,-2157.22
14000,387.298,-651.067,819.644,-35711.7,-2228.57
14250,387.298,-765.135,823.999,-35940.7,-2000.17
14500,387.298,-749.598,838.955,-35785.1,-1976.79
14750,387.298,-715.41,783.994,-35676,-1993.8
15000,387.298,-736.13,839.792,-36001.3,-2014.94
15250,387.298,-727.876,862.229,-35716.6,-2023.24
15500,387.298,-713.171,900.987,-36028.8,-2107.3
15750,387.298,-720.212,885.358,-35953.4,-1973.59
16000,387.298,-775.864,780.093,-35787.8,-2016.42
16250,387.298,-683.98,856.131,-35807.1,-2055.54
16500,387.298,-721.424,844.961,-35818.8,-2032.6
16750,387.298,-758.69,764.569,-35851,-2145.11
17000,387.298,-725.279,859.667,-35850.3,-2152.5
17250,387.298,-710.484,782.784,-36258.1,-2173.03
17500,387.298,-727.891,816.862,-35785.7,-2182.9
17750,387.298,-698.498,844.226,-35802.7,-2229.74
18000,387.298,-694.511,842.433,-36042.1,-2109
18250,387.298,-655.348,848.229,-35841.8,-2237.49
18500,387.298,-651.635,824.735,-35980,-2206.35
18750,387.298,-691.384,804.599,-35909.1,-2185.76
19000,387.298,-605.858,807.007,-35892.7,-2255.13
19250,387.298,-637.45,840.951,-35955.2,-2149.9
19500,387.298,-670.106,747.299,-35943.7,-2141.15
19750,387.298,-679.908,876.756,-35827.2,-2136.27
20000,387.298,-728.971,759.747,-35850,-2089.82
20250,387.298,-731.814,811.375,-35751.7,-2089.65
20500,387.298,-690.442,789.898,-36250.9,-1971.93
20750,387.298,-771.036,759.878,-35889.9,-2119.13
21000,387.298,-755.76,846.039,-36126.8,-1970.72
21250,387.298,-729.618,868.258,-36241,-2005.98
21500,387.298,-713.722,784.702,-36105.3,-2056.47
21750,387.298,-744.816,796.014,-35919.6,-2090.04
22000,387.298,-651.496,758.921,-35704.9,-2025.7
22250,387.298,-706.761,828.95,-35672,-2117
22500,387.298,-637.654,838.728,-35977.3,-2157.55
22750,387.298,-651.229,812.578,-36254.2,-2035.79
23000,387.298,-700.391,848.499,-36044.6,-2111.87
23250,387.298,-672.657,884.846,-35811.4,-2148.79
23500,387.298,-743.344,785.724,-36198.6,-1947.9
23750,387.298,-726.258,872.256,-35902.8,-2133.04
24000,387.298,-713.729,849.839,-36096,-2012.55
24250,387.298,-728.281,753.557,-35697.8,-2096.17
24500,387.298,-713.327,778.599,-35929.5,-2063.01
24750,387.298,-747.366,867.606,-36140.3,-2148.79
25000,387.298,-692.524,859.951,-36094.7,-2139.86
25250,387.298,-755.203,883.119,-35674.2,-2186.36
25500,387.298,-703.668,840.693,-35994.3,-2099.01
25750,387.298,-670.818,818.906,-35696.8,-2223.16
26000,387.298,-611.697,875.596,-35871.2,-2040.32
26250,500,-561.368,744.374,-35487.9,-2006.87
26500,500,-580.147,678.423,-35927.8,-2021.86
26750,500,-606.201,733.009,-36018.9,-1985.45
27000,500,-654.2,730.938,-36049.4,-1877.91
27250,500,-554.768,795.768,-35953.9,-1944.18
27500,500,-543.291,748.164,-35969,-2023.33
27750,500,-557.502,761.93,-36186.2,-2120.36
28000,500,-619.98,782.579,-36220.7,-2013.58
28250,500,-590.996,783.97,-36017.6,-1913.87
28500,500,-625.514,767.216,-36300.6,-1840.95
28750,500,-585.098,769.396,-36264.2,-1895.97
29000,500,-528.18,750.876,-35697.6,-1953.41
29250,500,-514.128,800.506,-35903.4,-2106.88
29500,500,-540.702,726.907,-35702.4,-2030.82
29750,500,-621.877,738.089,-35926.4,-1844.36
30000,500,-650.212,753.243,-35973.7,-1884.06
30250,500,-685.127,799.42,-36198.2,-1801.94
30500,500,-655.75,806.148,-36181.1,-1896.63
30750,500,-666.788,739.061,-36203.9,-1821.82
31000,500,-699.558,733.017,-36031.9,-1775.04
31250,500,-641.453,724.101,-35835.2,-2001.34
31500,500,-502.776,763.277,-36284.7,-1989.11
31750,500,-591.9,734.313,-36085.9,-1905.17
32000,500,-594.981,749.975,-36095.5,-1969.82
32250,500,-590.455,697.808,-35862.4,-1954.75
32500,500,-595.505,746.257,-36119.3,-1869.05
32750,500,-627.72,748.77,-36307.9,-1867.86
33000,500,-666.32,746.229,-35999.2,-1907.5
33250,500,-574.147,760.799,-36141.8,-1941.1
33500,500,-620.949,733.273,-36170.1,-1939.38
33750,500,-567.502,726.919,-36372.2,-1936.8
34000,500,-616.517,847.445,-35731.5,-1995.28
34250,500,-668.063,699.744,-36157.5,-1724.72
34500,500,-639.552,731.286,-35921.6,-1894.9
34750,500,-666.408,771.011,-35972,-1847.72
35000,500,-667.627,757.354,-36282.5,-1820.95
35250,500,-541.761,735.566,-36213.6,-1908.39
35500,500,-637.784,719.237,-36149.8,-1862.69
35750,500,-603.03,698.466,-36064.7,-2041.74
36000,500,-675.881,746.259,-36040,-1938.41
36250,500,-688.084,723.473,-35883.3,-1795.58
36500,500,-476.659,728.427,-35447.2,-2149.28
36750,500,-554.319,756.456,-35622.6,-2122.69
37000,500,-515.086,769.278,-36060.6,-1984.95
37250,500,-632.891,762.221,-36036.5,-1950.63
37500,500,-492.499,760.079,-35912.4,-2176.7
37750,500,-478.429,781.628,-36034,-2098.89
38000,500,-475.769,741.521,-36166,-2173.52
38250,500,-485.081,775.47,-36178.9,-1935.13
38500,500,-656.511,770.676,-36117,-1946.71
38750,500,-522.907,726.654,-36089.2,-2013.22
39000,500,-528.853,722.856,-36266.6,-2039.68
39250,500,-535.779,741.644,-36093.6,-1953.22
39500,500,-522.634,686.344,-35937.8,-2177.93
39750,500,-444.422,818.934,-36042.8,-2155.35
40000,500,-538.494,705.77,-35997.5,-2212.11
40250,387.298,-625.155,839.94,-35899.2,-2314.27
40500,387.298,-729.943,818.326,-36095.3,-2152.16
40750,387.298,-720.28,804.219,-35535.4,-2266.36
41000,387.298,-680.651,880.504,-35407.3,-2241.46
41250,387.298,-691.41,812.223,-35672.4,-2089.09
41500,387.298,-674.8,841.291,-35703.9,-2128.98
41750,387.298,-692.647,855.086,-35837.9,-2168.7
42000,387.298,-705.695,742.582,-35711.1,-2097.58
42250,387.298,-717.494,789.054,-35662,-2157.1
42500,387.298,-718.944,768.783,-35702.9,-2129.83
42750,387.298,-753.459,768.886,-35699.8,-2146.03
43000,387.298,-750.112,862.659,-35704.4,-2097.81
43250,387.298,-682.053,816.534,-35892.8,-2052.26
43500,387.298,-734.514,740.285,-36204.3,-2004.43
43750,387.298,-695.668,882.028,-35948.3,-2233.55
44000,387.298,-619.711,868.803,-35798.3,-2239.26
44250,387.298,-692.028,843.233,-35518.6,-2180
44500,387.298,-698.218,864.193,-36080.6,-1943.77
44750,500,-656.28,745.113,-35806.4,-1876.49
45000,500,-642.078,746.481,-35873.7,-1970.25
45250,500,-613.551,742.195,-36034.9,-1730.84
45500,500,-463.312,749.883,-35760.4,-2022.74
45750,500,-621.512,749.096,-35951.1,-1894.51
46000,500,-668.734,776.542,-36204.4,-1816.25
46250,500,-550.194,710.473,-36239.3,-2058.33
46500,500,-554.704,792.444,-36173.6,-1973.93
46750,500,-566.419,755.375,-36186.1,-1907.79
47000,500,-611.788,787.497,-35928.2,-1906.3
47250,500,-614.988,698.143,-36048.7,-1892.95
47500,500,-594.643,773.61,-35838.9,-1903.28
47750,500,-484.963,747.427,-35733.7,-2175.08
48000,500,-522.705,704.291,-35738.5,-2032.54
48250,500,-508.836,725.464,-35476.5,-2134.87
48500,500,-465.99,758.394,-35850.8,-2035.77
48750,500,-517.088,770.959,-35873.3,-2109.21
49000,500,-613.016,762.171,-35772.5,-1956.44
49250,500,-620.26,788.915,-35984.1,-1880.87
49500,500,-571.712,780.723,-36166.6,-1791.88
49750,500,-641.394,735.299,-35908.4,-1841.44
50000,500,-698.254,719.636,-36131.1,-1766.77
50250,500,-686.869,744.09,-36079.5,-1967.49
50500,500,-635.857,829.536,-36281.1,-1704.22
50750,500,-646.62,722.179,-36055.2,-1859.45
51000,500,-602.95,780.277,-36320.1,-1934.52
51250,500,-522.369,708.275,-36086.4,-1998.26
51500,500,-675.182,783.376,-35639.9,-1905.22
51750,500,-617.677,741.395,-36200.5,-1930.15
52000,500,-590.935,765.535,-36188.1,-2024.15
52250,500,-705.216,761.607,-35793.4,-1900.32
52500,500,-655.501,697.81,-36020.5,-1968.15
52750,500,-623.79,691.213,-36071.8,-1988.11
53000,500,-625.792,739.31,-35829.6,-1777.69
53250,500,-622.977,833.642,-35796.5,-1806.65
53500,500,-640.622,718.349,-35767.7,-1914.12
53750,500,-639.838,741.904,-35714.3,-1844.81
54000,500,-660.387,690.067,-35820.6,-2001.96
54250,387.298,-655.815,849.95,-35839.5,-2041.4
54500,387.298,-611.734,819.914,-35967.8,-2106.95
54750,387.298,-721.524,856.598,-35870.8,-2136.88
55000,387.298,-685.557,818.792,-36211.6,-2053.04
55250,387.298,-711.049,835.182,-36127,-2068.93
55500,387.298,-604.412,834.215,-36173.4,-2165.16
55750,387.298,-595.408,816.75,-36084.4,-2173.41
56000,387.298,-706.409,834.201,-35933.8,-2059.29
56250,387.298,-721.693,820.942,-35945.9,-2027.75
56500,387.298,-732.858,853.625,-35852.1,-2106.96
56750,387.298,-735.057,823.341,-36123.7,-2038.38
57000,387.298,-699.71,830.396,-35900.6,-2179.29
57250,387.298,-717.394,821.072,-35771.3,-2093.15
57500,387.298,-730.491,846.422,-35909.5,-2017.13
57750,387.298,-696.603,802.721,-35802.4,-1971.3
58000,387.298,-731.824,863.833,-36073.7,-2101.26
58250,387.298,-731.523,812.622,-36040.5,-1998.95
58500,387.298,-638.727,827.795,-35860.5,-2001.01
58750,500,-597.038,689.67,-36053.7,-1814.11
59000,500,-613.946,746.801,-36230.8,-1931.56
59250,500,-631.141,727.23,-36491.1,-1714.14
59500,500,-644.949,778.853,-36552,-1837.71
59750,500,-735.422,805.308,-36247.5,-1806.29
60000,500,-632.965,709.16,-36137,-1784.46
60250,500,-758.177,722.166,-35995.5,-1806.1
60500,500,-639.436,756.723,-35805.3,-1909.53
60750,500,-697.787,735.266,-35900.9,-1999.49
61000,500,-724.312,701.497,-36232.9,-1889.77
61250,387.298,-734.907,803.47,-35852.3,-1951.19
61500,387.298,-717.773,844.075,-35880.7,-2044.81
61750,387.298,-752.111,823.274,-35624.7,-1996.43
62000,387.298,-701.829,879.667,-35550.7,-2052.7
62250,387.298,-671.557,810.013,-35792.8,-2095.86
62500,387.298,-647.952,793.653,-35751.7,-2022.54
62750,500,-620.19,700.881,-35838.6,-1916.73
63000,500,-644.243,661.714,-35789.9,-1882.28
63250,500,-650.192,733.267,-35580,-2066.81
63500,500,-655.339,711.315,-36027.1,-2023.91
63750,387.298,-666.471,806.295,-35813.4,-2163.94
64000,387.298,-639.207,845.873,-36203,-2185.46
64250,387.298,-685.961,887.735,-35854.8,-2157.77
64500,387.298,-634.638,864.858,-36109.6,-2069.36
64750,387.298,-738.49,780.281,-36159.2,-2088.34
65000,387.298,-661.506,771.625,-35842,-2121.66
65250,387.298,-650.327,795.794,-35471,-2164.27
65500,387.298,-667.947,822.861,-35892.5,-2059.84
65750,387.298,-737.948,833.038,-35940.2,-2000.39
66000,387.298,-710.626,868.557,-36166.4,-2065.11
66250,387.298,-663.772,829.859,-36106.3,-2125.28
66500,387.298,-642.128,870.552,-35601.8,-2140.86
66750,387.298,-728.297,826.218,-35732.9,-2070.1
67000,387.298,-693.735,840.272,-35374.3,-2318.86
67250,387.298,-699.048,837.871,-35774.9,-2058.09
67500,387.298,-681.673,842.194,-36000.3,-2137.22
67750,387.298,-722.671,791.71,-35983.6,-2021.01
68000,387.298,-685.949,824.649,-35806.8,-2010.66
68250,387.298,-650.942,906.225,-35783.6,-2041.63
68500,387.298,-672.95,861.88,-35729.7,-2083.13
68750,387.298,-656.355,834.434,-35884.7,-2187.94
69000,387.298,-654.07,828.152,-35643.8,-2286.26
69250,387.298,-674.374,808.619,-35750.1,-2257.88
69500,387.298,-645.401,848.488,-35477.5,-2192.38
69750,387.298,-590.034,832.615,-35353.2,-2344.44
70000,387.298,-696.828,888.304,-35719.6,-2163.63
70250,387.298,-693.774,915.793,-36020.7,-2080.58
70500,387.298,-696.576,825.085,-35879.7,-1964.12
70750,387.298,-562.391,878.817,-35806.2,-2216.22
71000,387.298,-696.345,778.569,-36015.5,-1998.58
71250,500,-604.719,720.829,-35962.7,-1870.59
71500,500,-655.547,727.288,-36545.8,-1718.75
71750,500,-620.813,708.048,-36379.2,-1942.27
72000,500,-669.08,751.17,-36195.8,-1805.84
72250,500,-608.875,729.644,-35845.1,-1936.64
72500,500,-670.089,781.96,-35902.7,-1939.62
72750,387.298,-618.927,838.535,-35809.9,-2171.62
73000,387.298,-622.076,856.355,-35635.9,-2175.61
73250,387.298,-682.167,783.341,-35735.5,-2098.96
73500,387.298,-625.98,790.118,-36037.7,-2212.39
73750,387.298,-646.806,777.126,-35798.4,-2106.48
74000,387.298,-716.662,830.036,-35859.8,-2042.33
74250,387.298,-733.51,834.373,-35834.2,-2084.18
74500,387.298,-695.777,811.654,-35982.8,-2084.19
74750,387.298,-665.582,797.301,-35849.9,-1993.7
75000,387.298,-657.53,850.451,-35759,-2072.91
75250,387.298,-683.162,824.941,-35816,-1980.1
75500,387.298,-650.402,821.164,-35661.1,-2130.82
75750,387.298,-686.422,842.098,-36000.1,-2215.47
76000,387.298,-594.536,811.395,-36091.5,-2246.2
76250,387.298,-742.562,816.792,-36089.5,-2072.55
76500,387.298,-669.221,854.723,-36132.2,-2110.73
76750,387.298,-619.948,856.667,-36104.8,-2258.37
77000,387.298,-693.966,812.703,-36092.4,-2153.3
77250,387.298,-704.971,811.914,-35815.3,-2214.31
77500,387.298,-639.43,796.543,-35842.8,-2198.86
77750,387.298,-612.667,856.796,-35971.8,-2109.77
78000,387.298,-688.465,799.726,-36000.6,-2123.35
78250,387.298,-572.246,814.706,-35813,-2268.45
78500,387.298,-649,876.325,-35847.2,-2437.08
78750,300,-692.468,940.565,-35804.1,-2370.56
79000,300,-676.875,943.138,-35801.9,-2251.01
79250,387.298,-658.924,881.008,-35805.6,-2277.82
79500,387.298,-595.845,795.029,-35899.6,-2334.93
79750,387.298,-588.46,846.701,-36231.5,-2225.44
80000,387.298,-617.367,851.042,-35973.5,-2211.35
80250,387.298,-588.089,861.485,-35919,-2224.1
80500,387.298,-655.806,830.034,-35751.4,-2056.74
80750,387.298,-647.96,834.514,-35973,-2063.48
81000,387.298,-598.242,829.855,-35786.8,-2233.42
81250,387.298,-576.921,858.704,-35688.1,-2349.57
81500,387.298,-573.006,798.567,-35419.7,-2419.42
81750,387.298,-606.635,804.117,-35664,-2349.83
82000,387.298,-641.802,867.462,-35474.5,-2387.56
82250,300,-667.064,911.987,-35747.2,-2531.66
82500,300,-671.243,1000.31,-35665.7,-2534.45
82750,300,-725.285,921.041,-35582,-2489.82
83000,300,-689.413,946.087,-35545.3,-2488.03
83250,300,-728.717,946.741,-35842,-2506.56
83500,300,-694.057,927.503,-35615.2,-2699.04
83750,300,-722.738,892.594,-35725.7,-2421.68
84000,300,-725.143,975.819,-36092,-2421.83
84250,300,-683.948,915.066,-35844.8,-2497.87
84500,300,-733.203,933.804,-35885.4,-2270.22
84750,300,-740.172,906.872,-35858.5,-2353.37
85000,300,-800.456,953.907,-35627.6,-2379.75
85250,300,-721.728,931.561,-35956.7,-2445.09
85500,300,-678.384,978.054,-35797.7,-2390.47
85750,300,-776.402,946.817,-36102.9,-2304.79
86000,300,-851.692,903.674,-35866.6,-2101.91
86250,300,-799.413,910.964,-36028.2,-2331.46
86500,300,-756.879,888.939,-36563.4,-2223.04
86750,300,-774.21,964.334,-36112.1,-2278.34
87000,300,-736.297,897.102,-35734,-2387.35
87250,300,-799.891,989.04,-35687.5,-2317.27
87500,300,-821.17,1017.93,-35542.8,-2372.39
87750,300,-782.723,931.556,-36078.8,-2343.34
88000,300,-796.596,956.745,-35963.3,-2370.72
88250,300,-751.928,965.527,-36061.2,-2206.56
88500,300,-758.541,893.58,-35790.8,-2300.68
88750,300,-751.449,877.106,-35785.1,-2295.47
89000,300,-748.478,954.078,-35631,-2215.04
89250,300,-807.982,962.04,-35564.2,-2198.47
89500,300,-778.654,962.788,-35674.2,-2349.87
89750,300,-769.239,944.777,-35780,-2277.92
90000,300,-720.009,927.525,-35461.5,-2356.98
90250,300,-784.991,935.743,-35615.3,-2314.7
90500,300,-788.451,948.472,-35576.7,-2201.31
90750,300,-792.494,918.932,-35968.8,-2220.39
91000,300,-804.813,950.202,-36029.9,-2172.63
91250,300,-773.144,903.755,-35680.7,-2382.5
91500,300,-799.512,943.847,-35760.9,-2189.58
91750,300,-789.822,923.629,-35780.7,-2255.93
92000,300,-802.93,893.788,-35978.3,-2269.19
92250,300,-796.783,918.93,-35606.9,-2339.92
92500,300,-754.145,959.887,-35449.1,-2382.07
92750,300,-779.233,953.255,-35816.7,-2374.1
93000,300,-739.1,920.336,-35675.3,-2313.64
93250,300,-795.718,1049.29,-35942,-2329.74
93500,300,-724.381,980.719,-35741.7,-2367.15
93750,300,-773.52,949.413,-35919,-2315.3
94000,300,-799.203,891.048,-35825.4,-2392.45
94250,300,-718.54,893.864,-35904.7,-2373.71
94500,300,-761.989,949.381,-35705.3,-2406.64
94750,300,-728.79,882.731,-35911.2,-2327.21
95000,300,-787.43,893.19,-35582.9,-2294.5
95250,300,-749.281,932.319,-35777.9,-2277.25
95500,300,-749.285,897.75,-35912.4,-2314.62
95750,300,-786.384,898.736,-35640.4,-2407.59
96000,300,-724.054,980.81,-35805.5,-2515.73
96250,300,-754.935,918.779,-35707,-2405.18
96500,300,-730.847,927.087,-35604.7,-2467.4
96750,300,-759.283,923.753,-35773.6,-2406.37
97000,300,-729.873,887.796,-35865.1,-2409.14
97250,300,-764.584,924.157,-35911.5,-2324.92
97500,300,-709.619,960.934,-35771.4,-2393.63
97750,300,-738.392,880.492,-35722,-2385.52
98000,300,-730.56,917.407,-36026.7,-2417.15
98250,300,-770.516,956.439,-35665.2,-2436.73
98500,300,-777.925,905.935,-35353.9,-2426.97
98750,300,-769.685,865.217,-35619.7,-2435.17
99000,300,-759.087,847.673,-35791.5,-2350.37
99250,300,-764.997,928.844,-35988.4,-2196.09
99500,300,-789.222,1018.26,-35798.9,-2230.19
99750,300,-763.414,934.481,-35793.9,-2368.13
100000,300,-719.528,982.413,-35508.1,-2355.09
100250,387.298,-717.367,854.171,-35829.7,-2037.78
100500,387.298,-676.019,849.215,-36050.4,-2177.61
100750,387.298,-680.024,895.631,-35849.6,-2075.13
101000,387.298,-631.364,901.298,-35752.7,-2136.19
101250,387.298,-668.92,881.451,-35715.8,-2230.08
101500,387.298,-623.231,817.181,-35875.5,-2161.55
101750,387.298,-709.138,868.613,-35799.4,-2139.54
102000,387.298,-703.712,845.561,-35920.4,-2105.9
102250,387.298,-685.69,768.016,-36216.2,-2006.94
102500,387.298,-744.054,817.449,-36120.4,-1956.6
102750,387.298,-687.856,842.998,-35771.6,-2076.48
103000,387.298,-620.976,762.891,-35945.9,-2035.47
103250,500,-661.806,698.02,-36400.6,-1865.14
103500,500,-654.557,702.02,-35963.6,-1897.1
103750,500,-649.971,782.63,-36195.9,-1890.37
104000,500,-680.642,707.894,-36207.6,-1795.96
104250,500,-654.286,766.507,-35872,-1873.31
104500,500,-662.491,788.096,-36106.8,-1823.49
104750,500,-557.892,794.558,-35950.8,-1915.43
105000,500,-642.278,710.427,-36089.4,-2028.83
105250,387.298,-738.153,840.813,-36062.1,-2092.4
105500,387.298,-717.079,834.182,-35910.6,-2060.95
105750,387.298,-713.153,854.72,-35900.7,-2104.28
106000,387.298,-697.855,785.269,-35509.4,-2160.36
106250,387.298,-631.713,823.202,-35594.4,-2224.39
106500,387.298,-666.797,871.458,-36006.2,-2210.37
106750,387.298,-661.751,834.065,-35873.2,-2172.07
107000,387.298,-670.719,864.96,-35586.4,-2212.91
107250,387.298,-706.497,848.405,-35725.1,-2198.56
107500,387.298,-654.301,810.273,-35850.6,-2166.7
107750,387.298,-638.154,753.032,-35683.5,-2094.45
108000,387.298,-743.742,764.657,-35959.9,-2093.53
108250,387.298,-708.671,830.885,-36016.8,-2087.75
108500,387.298,-646.783,892.483,-35904,-2224.34
108750,387.298,-704.263,820.939,-35900.1,-2228.26
109000,387.298,-659.083,815.214,-35865.7,-2214.28
109250,387.298,-636.746,864.378,-35830,-2345.38
109500,387.298,-716.741,809.369,-36064.4,-2163.24
109750,387.298,-640.844,791.598,-35735.8,-2304.18
110000,387.298,-682.567,796.449,-36000.4,-2091.75
110250,387.298,-698.773,780.835,-35936.3,-2077.67
110500,387.298,-650.067,796.02,-35739.8,-2180.41
110750,387.298,-728.572,771.691,-35988.8,-2207.61
111000,387.298,-685.088,836.114,-35716.2,-2164.37
111250,387.298,-676.964,814.197,-35801.3,-2146.22
111500,387.298,-715.85,798.802,-35824,-1995.94
111750,387.298,-642.997,848.416,-35567.9,-2180.83
112000,387.298,-689.329,860.632,-35914.4,-2093.89
112250,387.298,-711.336,786.203,-35948.9,-2128.93
112500,387.298,-701.045,815.365,-35909.6,-2184.99
112750,387.298,-687.24,784.108,-35791.5,-2181.13
113000,387.298,-736.794,832.315,-36197.2,-2066.51
113250,387.298,-702.896,872.098,-36212.6,-2159.85
113500,387.298,-666.573,894.701,-35871.8,-2056.72
113750,387.298,-654.782,849.748,-35873.9,-2134.96
114000,387.298,-653.624,813.984,-36183.7,-2079.58
114250,387.298,-690.394,788.269,-35959.1,-2105.31
114500,387.298,-660.842,800.122,-36009.1,-2061.44
114750,387.298,-717.215,803.128,-36035.2,-2154.33
115000,387.298,-735.788,777.145,-35929.9,-2091.39
115250,387.298,-660.531,792.224,-35685.5,-2237.71
115500,387.298,-700.079,793.763,-35619,-2141.6
115750,387.298,-691.826,842.924,-35913,-2051.34
116000,387.298,-672.672,853.778,-36107.5,-2053.03
116250,387.298,-680.465,812.417,-35965.8,-2248.34
116500,387.298,-750.247,891.422,-36071.5,-2181.06
116750,300,-756.313,880.416,-35756.2,-2394.91
117000,300,-769.259,920.02,-36131.9,-2524.37
117250,300,-725.7,913.961,-35878.1,-2356.04
117500,300,-758.842,879.843,-35604.4,-2202.56
117750,300,-781.68,910.79,-35560.3,-2310.24
118000,300,-776.923,940.427,-35524.1,-2350.29
118250,300,-770.591,929.746,-35748.2,-2223.05
118500,300,-740.797,942.772,-35502.5,-2239.35
118750,387.298,-723.379,899.211,-35589.7,-2137.81
119000,387.298,-769.848,838.823,-35962.3,-2159.57
119250,300,-743.561,907.908,-35792.8,-2197.15
119500,300,-811.012,949.853,-35809,-2208.98
119750,300,-777.561,935.592,-36036.1,-2230.25
120000,300,-791.017,905.952,-35937.2,-2293.16
120250,300,-738.758,944.742,-35618.5,-2262.82
120500,300,-817.313,921.6,-35427.3,-2338.8
120750,300,-772.355,878.81,-35759.5,-2240.52
121000,300,-789.896,917.557,-36008.9,-2289.53
121250,300,-746.705,931.551,-35683.4,-2370.06
121500,300,-771.041,1004.29,-35963,-2354
121750,300,-779.816,972.253,-35850,-2302.42
122000,300,-781.808,985.879,-35821.6,-2193.78
122250,300,-789.434,929.741,-35687.8,-2190.72
122500,300,-750.178,923.808,-35568.3,-2269.73
122750,300,-813.166,942.206,-35348.1,-2318.88
123000,300,-770.546,937.944,-35631,-2310.44
123250,300,-821.8,934.654,-35822.1,-2246.56
123500,300,-772.748,945.053,-35605.8,-2216.9
123750,300,-775.518,911.777,-35736,-2252.28
124000,300,-796.564,957.837,-35130.1,-2280.54
124250,300,-775.725,915.791,-35461.3,-2343.48
124500,300,-741.197,979.443,-36099.2,-2280.31
124750,300,-765.329,892.411,-36123.7,-2350.33
125000,300,-711.015,859.099,-35754.5,-2530.56
