#"Step","Potential Energy (kJ/mole)","Total Energy (kJ/mole)","Temperature (K)","Speed (ns/day)"
138000,-37992.6998664572,-30550.441317308985,307.48813553518295,1.13e+03
138250,-37776.14493822519,-30629.97929920748,295.254610419123,1.13e+03
138500,-37964.91283757507,-30662.951279995847,301.6915537483702,1.13e+03
138750,-37899.25999388131,-30447.61542802988,307.8759329702106,1.13e+03
139000,-37756.507048442785,-30465.527102368244,301.2378319078231,1.13e+03
139250,-37432.178812819504,-30364.989914190926,291.99156728611075,1.13e+03
139500,-38057.916177237435,-30678.47352019386,304.89280222101775,1.13e+03
139750,-37867.04068329089,-30477.69399377631,305.30200225870504,1.13e+03
140000,-37746.13903803608,-30317.91669187133,306.9082086410987,1.13e+03
140250,-37911.816143261094,-30430.44725304359,309.1040382582773,1.13e+03
140500,-37597.66460442048,-30340.80150270328,299.82824303201284,1.13e+03
140750,-37976.49108903762,-30726.603862696094,299.5400242206363,1.13e+03
141000,-38097.68113612244,-30740.146341548534,303.98764584410964,1.13e+03
141250,-37520.96281717243,-30242.00865064832,300.7409686897692,1.13e+03
141500,-37742.017368310015,-30395.954958233866,303.51364697722516,1.12e+03
141750,-38222.71585286004,-30834.17853508066,305.2685618448617,1.12e+03
142000,-38171.376832672686,-30880.779627306212,301.2220183982627,1.13e+03
142250,-38649.97680431689,-31147.138033308933,309.99109876159366,1.13e+03
142500,-38452.221905271464,-31226.84597961133,298.5273028677983,1.13e+03
142750,-38386.4009999336,-31370.00062345469,289.8931628999615,1.13e+03
143000,-38346.635620925925,-31289.463983594906,291.57768902869554,1.13e+03
143250,-38243.78457655382,-30978.967262564896,300.15688330766733,1.13e+03
143500,-38212.40343887746,-30956.180122743506,299.8018093257883,1.13e+03
143750,-38413.35268151184,-31002.98347282718,306.17057934201506,1.13e+03
144000,-38232.526788549265,-30770.713053245563,308.2960875421287,1.12e+03
144250,-38026.73242054251,-30573.220750720473,307.95307518651254,1.12e+03
144500,-37957.09854640579,-30718.009576949757,299.0938779526959,1.12e+03
144750,-38086.30499358135,-30941.184920893604,295.211411269395,1.12e+03
145000,-37645.6123298718,-30466.04978132801,296.63445410165514,1.12e+03
145250,-37656.06306961813,-30414.848851465445,299.18168580765916,1.12e+03
145500,-37722.229093217815,-30547.983474819514,296.41477711429826,1.12e+03
145750,-37439.05635987682,-30129.175685429887,302.0187440044807,1.12e+03
146000,-37625.519554768136,-30145.61028039307,309.0437320285185,1.12e+03
146250,-37831.28415300249,-30497.83743395767,302.99241067669976,1.12e+03
146500,-37620.693293853925,-30359.426546202303,300.01018630487687,1.12e+03
146750,-37727.36194731749,-30402.92590548226,302.6201209588958,1.12e+03
147000,-37623.154839342606,-30473.249767040048,295.4091107446792,1.12e+03
147250,-37549.06395244456,-30344.461369116296,297.6690209013391,1.12e+03
147500,-37832.55798925544,-30719.060683111806,293.90486897972596,1.12e+03
147750,-37492.84809226982,-30593.62823251073,285.0516731332092,1.12e+03
148000,-37620.93039920091,-30346.64966711754,300.54787869790175,1.12e+03
148250,-37499.024488079565,-30174.548868000245,302.6217561937379,1.12e+03
148500,-37602.09198591599,-30647.730243557337,287.3299431715943,1.12e+03
148750,-37407.55780620681,-29969.294712023286,307.3230572878209,1.12e+03
149000,-37456.54439123257,-30132.332720958657,302.6108507094682,1.12e+03
149250,-37692.759214181424,-30083.518269898806,314.38726501422434,1.12e+03
149500,-37463.85391238652,-30352.893286860955,293.80006219445414,1.12e+03
149750,-37564.75666795892,-30125.9431197386,307.3458001264841,1.12e+03
150000,-37362.10455629957,-30121.588340066664,299.1528468056955,1.12e+03
150250,-37597.42266091111,-30289.01878734643,301.95772774888525,1.12e+03
150500,-37697.99336869773,-30665.513005292887,290.5575318098339,1.12e+03
150750,-37580.27874766759,-30140.167017040803,307.39943649037974,1.12e+03
151000,-37150.7327551308,-29625.027519148018,310.93586124665865,1.12e+03
151250,-37177.12212593839,-29749.653176465858,306.87708092057153,1.12e+03
151500,-37084.50128892393,-29809.575480890955,300.5745309835907,1.12e+03
151750,-37203.14960563151,-29785.627115212992,306.4661279646243,1.12e+03
152000,-37070.87612009008,-29618.318638333876,307.9136514675734,1.12e+03
152250,-37254.557312870864,-30109.98290222278,295.1888664193204,1.12e+03
152500,-37651.55862391184,-30189.402619304165,308.3102289145945,1.12e+03
152750,-37373.0217018,-30062.849348437332,302.03079515876146,1.12e+03
153000,-37563.76954227511,-30372.674711693893,297.1109277257219,1.12e+03
153250,-37308.17691090988,-30322.589609847462,288.62007422031525,1.12e+03
153500,-37388.569078264554,-30437.92282937633,287.17643195557423,1.12e+03
153750,-37405.784652167524,-30046.863230784016,304.04493642190295,1.12e+03
154000,-37137.77414539756,-29985.2793846945,295.51610762642275,1.12e+03
154250,-37311.25076208028,-30173.258037199237,294.91693414609693,1.12e+03
154500,-37464.03053438317,-30170.87153675061,301.3278627091431,1.12e+03
154750,-37513.37181796052,-30408.946393685415,293.53005049913605,1.13e+03
155000,-37385.55555667728,-30156.767457629554,298.66828195716283,1.13e+03
155250,-37592.013446785044,-30276.677125167684,302.24415229492024,1.13e+03
155500,-37527.638322978484,-30342.275262900366,296.87411098337475,1.13e+03
155750,-37492.75542245858,-29923.322105611267,312.7425528533491,1.13e+03
156000,-37532.29798058886,-30253.406585816643,300.7383751801744,1.13e+03
156250,-37681.21673142651,-30083.874117103842,313.89566756820625,1.13e+03
156500,-37256.16245127996,-30029.339475572255,298.58708992279185,1.13e+03
156750,-37406.585298426944,-30210.631307905103,297.311691246707,1.13e+03
157000,-37671.986742888665,-30442.990860073915,298.67686685685345,1.13e+03
157250,-37169.810935212794,-29863.35926817989,301.8770693919268,1.13e+03
157500,-37304.40548835872,-30109.052203593455,297.2868721824574,1.13e+03
157750,-37343.07795260905,-30102.521309744683,299.1545170929411,1.13e+03
158000,-37215.79907879321,-29866.4451572033,303.64964073930344,1.13e+03
158250,-37357.39325707729,-30167.42367408189,297.06443642474187,1.13e+03
158500,-37667.700168865354,-30382.934782811062,300.98106798848613,1.13e+03
158750,-37642.52435762581,-30337.104341400845,301.83444518297705,1.13e+03
159000,-37494.5383547034,-30254.424929254164,299.13620489702436,1.13e+03
159250,-37710.94017122459,-30432.686561321665,300.7120241364641,1.13e+03
159500,-37406.45221282597,-30039.195733343455,304.38931191726044,1.13e+03
159750,-37010.16508061768,-29877.733241492446,294.6871777647933,1.13e+03
160000,-37747.63620950264,-30147.97356577794,313.9915230817587,1.13e+03
160250,-37221.58952123046,-30056.19623430728,296.0490296893131,1.13e+03
160500,-37382.661650394264,-30296.45721187041,292.7772229939822,1.13e+03
160750,-37340.308880026976,-29975.581827132555,304.2848048431767,1.13e+03
161000,-37720.84590001771,-30314.954432682076,305.98557470535445,1.13e+03
161250,-37444.611419683526,-30210.55689713123,298.8858721864815,1.13e+03
161500,-37570.892635314085,-30318.05838815804,299.66178482995355,1.13e+03
161750,-37683.77142245893,-30610.6232425567,292.2377839790493,1.13e+03
162000,-37684.38743903159,-30516.979651961912,296.13226180090817,1.12e+03
162250,-38268.02114639114,-31025.292827394413,299.24424316742727,1.12e+03
162500,-38038.02740853786,-30789.755217069003,299.4732966192582,1.12e+03
162750,-38161.3441389869,-30795.40069600288,304.3350618341511,1.12e+03
163000,-38220.226695342746,-30895.559999525372,302.6296507760145,1.12e+03
163250,-37881.590867548744,-30703.381818237278,296.5785322396763,1.12e+03
163500,-38112.88796286809,-31084.758769937907,290.37775663972735,1.12e+03
163750,-38175.817826456565,-30905.22075409832,300.39568274107705,1.12e+03
164000,-38263.87814347472,-30972.125223823154,301.26976847686973,1.12e+03
164250,-38008.603492955066,-30811.720917960018,297.3500571146042,1.13e+03
164500,-37999.65796670236,-30525.504159136093,308.8059362375654,1.13e+03
164750,-37754.2710696015,-30413.374947252072,303.3001940085816,1.13e+03
165000,-37516.22897948997,-29952.3551899709,312.5128525975292,1.13e+03
165250,-37598.50937767836,-30130.110295313847,308.5681710872258,1.13e+03
165500,-37673.161712723435,-30364.801079827972,301.955941195426,1.13e+03
165750,-37730.412160969776,-30725.221563455154,289.43001397672447,1.13e+03
166000,-38012.181367145735,-30822.246202025446,297.0630143983265,1.13e+03
166250,-38255.99072669231,-31001.704039507837,299.7217945801347,1.13e+03
166500,-38282.055882371176,-30966.688697378297,302.2454274618245,1.13e+03
166750,-38008.43430504741,-30703.453291198035,301.81630713777577,1.13e+03
167000,-37913.753413159604,-30499.204246020614,306.343280629299,1.13e+03
167250,-37961.95668645474,-30556.565113988618,305.96492079493527,1.13e+03
167500,-37904.29704531055,-30381.961950345023,310.79661878806337,1.13e+03
167750,-37705.69294812411,-30662.038987078908,291.0191858471083,1.13e+03
168000,-37527.29655653183,-30144.676274672995,305.02409058239647,1.13e+03
168250,-37926.49273228276,-30668.68863760869,299.86712157512545,1.13e+03
168500,-37844.56163151856,-30572.944657088403,300.4378215332798,1.13e+03
168750,-38051.02662561345,-30881.665948318958,296.2129484056757,1.13e+03
169000,-37634.52978937677,-30641.770469002193,288.91639701422986,1.12e+03
169250,-37255.435762796435,-30050.90376439935,297.6661045784592,1.12e+03
169500,-37730.03626155117,-30365.32523561138,304.28414266537595,1.12e+03
169750,-37423.45556978526,-30123.58156996983,301.6053031511393,1.12e+03
170000,-37315.886310243804,-30030.06772341981,301.0245825666054,1.12e+03
170250,-37314.76992471202,-30001.04136966623,302.1777249943631,1.12e+03
170500,-37562.30340335338,-30427.730454347853,294.7756409484786,1.12e+03
170750,-37430.8185626395,-30305.316985501064,294.4008435393674,1.12e+03
171000,-37627.287696653686,-30453.07176071609,296.41355073867044,1.12e+03
171250,-37439.18681493151,-30115.933498421044,302.57125487845,1.12e+03
171500,-37118.60006136188,-29955.172065918538,295.9678307079922,1.12e+03
171750,-37614.44224363781,-30516.86119837215,293.2472646584383,1.12e+03
172000,-37604.036658428086,-30458.28383652348,295.2375542575309,1.12e+03
172250,-37439.178513903404,-30405.301459449343,290.6152382068646,1.12e+03
172500,-37401.432129941415,-30087.377570042503,302.1911943765137,1.12e+03
172750,-37786.85362863791,-30319.707739913545,308.5163935020573,1.12e+03
173000,-37551.81007061296,-30418.17140385977,294.73703966824417,1.12e+03
173250,-37354.48948195693,-30046.87624204741,301.9250615270779,1.12e+03
173500,-37477.721580794605,-30190.31158672698,301.09033395685725,1.12e+03
173750,-37296.44366113836,-30018.136868995556,300.7142214409081,1.12e+03
174000,-37355.051845640264,-30030.14916118243,302.6394010025866,1.12e+03
174250,-37300.91002349078,-29946.725123885437,303.84923988154884,1.12e+03
174500,-37141.748036969046,-30012.98688431416,294.5355178175546,1.12e+03
174750,-37469.79666761236,-30121.30460156381,303.61403187785874,1.12e+03
175000,-37246.44560691406,-29810.650015431223,307.22110869253197,1.12e+03
175250,-37488.37792362069,-30123.543985919852,304.2892209501454,1.12e+03
175500,-37488.95932471758,-30208.351934969018,300.80927410049264,1.12e+03
175750,-37903.03437927828,-30510.03027749664,305.4531137622162,1.12e+03
176000,-37543.27252368664,-30575.25607350946,287.8941080176109,1.12e+03
176250,-37851.176454124565,-30541.124403551745,302.0258246675719,1.12e+03
176500,-37985.36567594789,-30547.151491354016,307.32103651436466,1.12e+03
176750,-37622.64853355993,-30346.939725487842,300.60688181103916,1.12e+03
177000,-37747.5896930545,-30528.23935622297,298.27834657822933,1.12e+03
177250,-38124.851861253905,-31015.657599883678,293.72708219554465,1.12e+03
177500,-38236.94622560474,-30752.788938018028,309.21924510073336,1.12e+03
177750,-38023.613746949326,-30704.30662401099,302.40821193981213,1.12e+03
178000,-37775.00245228474,-30382.87703356956,305.41680964619445,1.12e+03
178250,-37806.980751532945,-30259.89650377247,311.8191673596746,1.12e+03
178500,-37882.257307707914,-30616.23726156412,300.20657600047093,1.12e+03
178750,-37571.20582862786,-30459.605143023713,293.8265072418675,1.12e+03
179000,-37707.93337034044,-30205.52563363762,309.9732899292397,1.12e+03
179250,-37510.75398472595,-30460.155544347042,291.3061074836627,1.12e+03
179500,-37363.82399991638,-30206.010274612054,295.7358686703879,1.12e+03
179750,-37213.69488461543,-29854.708880091028,304.0476047717659,1.12e+03
180000,-37132.38261601821,-29827.257820858882,301.82224767943103,1.12e+03
180250,-37606.52029444161,-30284.233887465904,302.5313055528371,1.12e+03
180500,-37789.503877732466,-30486.4191149385,301.7379606657089,1.12e+03
180750,-38163.95614048769,-30776.190385826165,305.23668355106275,1.12e+03
181000,-37617.60067926301,-30491.169001785573,294.4392720375458,1.12e+03
181250,-37753.75277371053,-30571.413604290225,296.74917438055536,1.12e+03
181500,-37612.460898085876,-30351.361097065645,300.00328865303084,1.12e+03
181750,-37451.708170740254,-30141.44792413464,302.03442660064457,1.12e+03
182000,-37529.22905279588,-30114.21685523566,306.36241142944266,1.12e+03
182250,-37967.72260275998,-30634.154096478393,302.9974425000527,1.12e+03
182500,-37821.09999724905,-30723.842323478864,293.2339040774305,1.12e+03
182750,-38084.540876993444,-30508.0560305682,313.03389743218503,1.12e+03
183000,-38203.012791976245,-30886.67835020236,302.2853911344395,1.12e+03
183250,-37444.059105374006,-30258.677614376968,296.8748724845854,1.12e+03
183500,-37365.20891645693,-30189.317844306148,296.48276151757034,1.12e+03
183750,-37726.57029955738,-30355.926541627356,304.52926243463156,1.12e+03
184000,-37540.13677246598,-30161.077575932228,304.87695897176235,1.12e+03
184250,-37510.57185054291,-30047.613135680673,308.34339409931897,1.12e+03
184500,-37508.56433991992,-30089.83497147073,306.5159919505392,1.12e+03
184750,-37724.98540960354,-30379.88164340108,303.47403915986484,1.12e+03
185000,-37495.18511672411,-30224.10373622738,300.4156926621977,1.12e+03
185250,-37220.566741750226,-29881.1315546619,303.23983326505106,1.12e+03
185500,-37268.74396590234,-30244.30965362952,290.225097073165,1.12e+03
185750,-37408.270284543134,-30208.936340743065,297.45133911366236,1.12e+03
186000,-37414.74491189403,-29928.417084300017,309.30892423449905,1.12e+03
186250,-37314.67458993691,-29952.356979732693,304.18525508478064,1.12e+03
186500,-37311.777369989635,-30067.809986674314,299.29543697836743,1.12e+03
186750,-37518.953633503785,-30162.196319549606,303.95552305979686,1.12e+03
187000,-37518.78220616901,-30177.919888225064,303.29879732858916,1.12e+03
187250,-37263.15381203158,-29879.975995997054,305.0471259476755,1.12e+03
187500,-37352.6707465199,-30143.128547519183,297.87310857221917,1.12e+03
187750,-37267.95869999236,-29932.285339393857,303.0844077304606,1.12e+03
188000,-37188.38549903879,-30155.53802242776,290.57269964558634,1.12e+03
188250,-37303.051518913795,-30173.692189111345,294.5602324085097,1.12e+03
188500,-37558.92327663832,-30295.480816357478,300.1000791533182,1.12e+03
188750,-37653.82463750191,-30408.778287183435,299.3400161272793,1.12e+03
189000,-37435.59896373795,-30283.98210328055,295.47983585382303,1.12e+03
189250,-37426.312770785094,-30111.555900189356,302.22021140209904,1.12e+03
189500,-37368.85477634601,-30012.817209734232,303.9257856129035,1.12e+03
189750,-37149.742083916935,-29928.180817896762,298.36969445193284,1.12e+03
190000,-37485.8385136828,-30196.007728851604,301.1903525780185,1.12e+03
190250,-37460.5410216258,-30013.53767840221,307.6841738579718,1.12e+03
190500,-37506.41993480918,-30209.731788285048,301.47367481786364,1.12e+03
190750,-37640.32791571415,-30396.29537879725,299.29812889767396,1.12e+03
191000,-37390.91328970477,-29864.60705156013,310.9606925573396,1.12e+03
191250,-37285.31423747432,-29885.877223856136,305.71889921613695,1.12e+03
191500,-37431.00960223784,-30244.303828797885,296.9295872108484,1.12e+03
191750,-37365.98268440072,-30262.932178655028,293.4732436665958,1.12e+03
192000,-37590.721586830914,-30398.425484190695,297.16056009246284,1.12e+03
192250,-37444.66881411013,-30048.15436182407,305.59814918722225,1.12e+03
192500,-37454.979817421874,-30069.584787330823,305.1387334901736,1.12e+03
192750,-37573.48574769855,-30259.057667926972,302.2066269133535,1.12e+03
193000,-37358.53409449605,-30292.098260241444,291.96045329581307,1.12e+03
193250,-37503.627723858895,-29964.80982520824,311.4776306798246,1.12e+03
193500,-37324.5241754044,-29977.052600028284,303.5718687667377,1.12e+03
193750,-37267.684995185235,-30058.886495179613,297.8423815266737,1.12e+03
194000,-37452.46972785078,-30461.57593776242,288.83931981707184,1.12e+03
194250,-37816.12695081861,-30465.498902143707,303.70228322131516,1.12e+03
194500,-37467.30744217208,-30171.579226071597,301.4340138447516,1.12e+03
194750,-37844.08774933638,-30597.02606548695,299.42328267141016,1.12e+03
195000,-37896.27670902069,-30628.904612009967,300.26243802104926,1.12e+03
195250,-37721.42008675155,-30530.650215850066,297.0975015264858,1.12e+03
195500,-37774.77421507309,-30399.74663638021,304.71038660063437,1.12e+03
195750,-37459.61998307941,-29994.21178605131,308.4445981490349,1.12e+03
196000,-37639.012426029425,-30337.648399135564,301.6668658669758,1.12e+03
196250,-37767.49742607109,-30506.770548981498,299.98788073843446,1.12e+03
196500,-37706.171496801195,-30311.637873992906,305.5163082300837,1.12e+03
196750,-37482.138849353534,-30264.99308279541,298.1872614326988,1.12e+03
197000,-37983.03021164212,-30539.256662199943,307.55073005708107,1.12e+03
197250,-37731.517657843884,-30489.63785277796,299.2091855347429,1.12e+03
197500,-37957.496266252565,-30614.83952490447,303.3729366376792,1.12e+03
197750,-37868.387385767535,-30597.320278897532,300.4151029257836,1.12e+03
198000,-37594.50285716035,-30346.913436440344,299.44508691609116,1.12e+03
198250,-37106.71170613734,-29869.328831698804,299.0233880641076,1.12e+03
198500,-37355.31045367991,-30055.486147352873,301.60324998972396,1.12e+03
198750,-37894.164597922616,-30280.451670733135,314.57203173216294,1.12e+03
199000,-37717.85207193045,-30519.937802421657,297.3926831293253,1.12e+03
199250,-37947.381952871365,-30740.823506830988,297.74983031890224,1.12e+03
199500,-37817.43400025135,-30638.616191800218,296.6036840415936,1.12e+03
199750,-37769.42313189266,-30492.242417503352,300.6676958402988,1.12e+03
200000,-37638.60391168934,-30228.48394078258,306.1602817073488,1.12e+03
200250,-37588.069263522455,-30243.109318260045,303.4680969808321,1.11e+03
200500,-37412.77261670024,-30297.828108026617,293.9646623347606,1.11e+03
200750,-37337.98547736218,-29984.907548942487,303.8035036976041,1.11e+03
201000,-37306.56281992677,-30153.19950723718,295.55199316159843,1.11e+03
201250,-37529.23638083038,-30354.440104585112,296.43752837368584,1.11e+03
201500,-37668.179183624365,-30524.668932778906,295.14489905222877,1.11e+03
201750,-37388.98499071723,-30179.3807828071,297.87567056382653,1.11e+03
202000,-37246.67199059317,-30092.968520584254,295.56604727423337,1.12e+03
202250,-37562.73279380359,-30144.677391103964,306.48814603919664,1.12e+03
202500,-37708.593032396515,-30290.45532662107,306.49154651489437,1.12e+03
202750,-37327.736678000976,-30296.242563202366,290.51678346131814,1.12e+03
203000,-37121.94528096946,-29896.63389971861,298.5246361181903,1.12e+03
203250,-37311.31685809494,-30070.82201302593,299.15196382382965,1.12e+03
203500,-37134.116972793534,-29826.36095247831,301.9309607148648,1.12e+03
203750,-36992.25591303609,-29604.377246976976,305.2413486557345,1.12e+03
204000,-37178.996883043495,-29814.32960189547,304.2823352833333,1.12e+03
204250,-37275.83859743792,-29962.98557490608,302.14155104816956,1.12e+03
204500,-37557.20583736422,-30107.93368393081,307.77791317335476,1.12e+03
204750,-37408.12336371583,-29889.23116019438,310.65437053586965,1.12e+03
205000,-37366.073206333036,-30033.3725395152,302.9615864038299,1.12e+03
205250,-37347.97606896749,-29884.83179018693,308.35106095245095,1.12e+03
205500,-37733.56285458282,-30465.595805884484,300.28701934726223,1.12e+03
205750,-37216.82210279378,-30045.883055111684,296.27816115856035,1.12e+03
206000,-37313.25645112258,-29858.909730521147,307.98757656879286,1.12e+03
206250,-37117.59275770406,-29879.81973775648,299.03950751418705,1.12e+03
206500,-37276.70111158682,-30071.10382826306,297.71011843174773,1.12e+03
206750,-37382.82771146903,-30097.620522940997,300.9993217239654,1.12e+03
207000,-37615.3217435563,-30436.62716465816,296.5985926267708,1.12e+03
207250,-37788.8359731831,-30436.956893017923,303.7539714740009,1.12e+03
207500,-37712.37350971979,-30465.455939975393,299.4173283798241,1.12e+03
207750,-37272.67352505674,-30120.563829739287,295.5001980693042,1.12e+03
208000,-37158.57727801311,-30218.066597707337,286.75766565426585,1.12e+03
208250,-37269.342799066275,-30004.242010496266,300.16859548748926,1.12e+03
208500,-37341.59602810274,-30184.287252428185,295.71500591492565,1.12e+03
208750,-37603.45902113509,-30388.48772254339,298.0974200093779,1.12e+03
209000,-37615.71848919784,-30330.31758115982,301.00732553766665,1.12e+03
209250,-37443.9720236038,-30000.270678696514,307.54774681783107,1.12e+03
209500,-37531.92985605294,-30329.23423044462,297.59023206728057,1.12e+03
209750,-37574.72021519492,-30158.75907671597,306.4016183545856,1.12e+03
210000,-37801.80245652326,-30369.76535620817,307.06582096180324,1.12e+03
210250,-37557.18087262288,-30230.188402544707,302.72574364707043,1.12e+03
210500,-37377.27838278274,-30245.15645948841,294.6743731248593,1.12e+03
210750,-37314.55659643788,-29994.7802797709,302.42759738629616,1.12e+03
211000,-37412.363370251725,-29860.15794165095,312.03075666928055,1.12e+03
211250,-37441.56768025996,-30108.191973015462,302.9894767170776,1.12e+03
211500,-37653.688568010024,-30455.400775498274,297.40811579549774,1.12e+03
211750,-37519.74946739065,-30145.39566030918,304.6825487104022,1.12e+03
212000,-37532.88399935345,-30083.356204020034,307.7884754039838,1.12e+03
212250,-37303.2042727042,-30120.588766429573,296.7605916544319,1.12e+03
212500,-37222.31795127582,-30051.789053818997,296.2612151834607,1.12e+03
212750,-37370.61020629021,-29781.417474838963,313.5589428666368,1.12e+03
213000,-37557.60201897699,-30274.760693585908,300.9015725205338,1.12e+03
213250,-37582.24318269911,-30131.702593226597,307.83032052122275,1.12e+03
213500,-37152.48429823574,-29930.320253665093,298.39459915678833,1.12e+03
213750,-37164.951521472074,-29736.577817873098,306.914462201754,1.12e+03
214000,-37197.9319440221,-29981.9217631497,298.1403429975304,1.12e+03
214250,-37341.41660747156,-30120.461378865322,298.34465510221867,1.12e+03
214500,-37604.982018771116,-30376.470632470795,298.6568491526967,1.12e+03
214750,-37556.51222976856,-30295.346230644733,300.00602372751337,1.12e+03
215000,-37637.59919454547,-30312.31664880988,302.6550955441413,1.12e+03
215250,-37516.82380467461,-30059.396336391044,308.1148623053174,1.12e+03
215500,-37513.76142049499,-30279.632634166745,298.88894050638135,1.12e+03
215750,-37673.47534702282,-30597.580431281414,292.35126951256274,1.12e+03
216000,-37522.13316804837,-30323.71151521211,297.41364643667794,1.12e+03
216250,-37630.53815029227,-30456.314324343955,296.41387672636205,1.12e+03
216500,-37533.8964522093,-30333.042400187667,297.5141446772925,1.12e+03
