#"Step","Potential Energy (kJ/mole)","Total Energy (kJ/mole)","Temperature (K)","Speed (ns/day)"
24000,-67791.5872423597,-54964.24698286218,304.7756661288304,899
24250,-68049.45306235127,-55507.889676606224,297.9856507943859,899
24500,-67718.58639132424,-55018.58776462084,301.7500481772035,899
24750,-67900.48166963551,-55432.62818023423,296.23431479612054,900
25000,-67923.97574557905,-55468.86029683758,295.9316608749856,900
25250,-68034.93816773972,-55340.26742642309,301.6234584255512,901
25500,-67646.7505573511,-54962.125584298454,301.3847724896913,901
25750,-68111.36452997575,-55138.566457845795,308.2317217757419,902
26000,-68116.64199562947,-55374.149028884654,302.75970727494513,902
26250,-68019.72080894734,-55502.84262432286,297.39913414612954,903
26500,-68082.10339233506,-55245.08313998481,305.00566129619403,903
26750,-67886.3790438968,-55270.93083758827,299.74114296567785,903
27000,-67878.46701962024,-55196.05621719349,301.33216413022006,904
27250,-67985.74676574586,-55191.47074474578,303.9900648187196,904
27500,-67855.8068110288,-54972.638402439945,306.1021345146248,905
27750,-67794.22803258029,-55010.33989193983,303.7432503511663,905
28000,-67883.63157383387,-55052.67627051228,304.8615590237936,906
28250,-67775.95622128883,-55291.90303459746,296.6192171556736,906
28500,-67715.65542661824,-54879.01683997171,304.99659297675,906
28750,-67972.02140170196,-55359.238819019054,299.67780815115566,906
29000,-67556.11980461609,-54966.22890649689,299.13390518525813,907
29250,-67609.23536766053,-54774.64999863086,304.94780883645063,907
29500,-67999.4499595064,-54967.60513091262,309.63466378631847,907
29750,-68290.96380870679,-55734.957905706775,298.32880282184544,907
30000,-67947.5691448496,-55395.79425940238,298.2282744841726,906
30250,-68164.47641910083,-55324.47822358302,305.0764167758356,903
30500,-67823.49711058702,-55416.20503071969,294.7953848574884,903
30750,-68023.75319697813,-55381.802037107176,300.37084913725823,903
31000,-67809.16027519223,-55300.054913745495,297.2144530420368,903
31250,-67777.32695559354,-55398.62659441342,294.1160499421921,903
31500,-67736.8419557779,-55009.67257000477,302.39562130672056,903
31750,-68059.5781755211,-55345.059128076886,302.0950511797144,903
32000,-68079.48807688383,-55457.121741087176,299.9055166768646,904
32250,-67809.62869120663,-55055.43021667021,303.03782837116535,904
32500,-68183.52379039046,-55281.750224134186,306.544190249236,904
32750,-67868.05568056396,-55197.757653738896,301.0443664123777,903
33000,-67511.12825180759,-55048.541680321854,296.10917362237103,903
33250,-68025.38666562189,-55335.2447928848,301.51585319249307,904
33500,-67762.41952095903,-55211.524576179334,298.20736722688633,903
33750,-67641.42161133833,-55069.9362632907,298.69659209696033,903
34000,-68234.02893070359,-55585.86707935663,300.5184142281834,903
34250,-68127.47751628241,-55176.62571199151,307.71028176835324,903
34500,-67932.791098268,-55172.27324512624,303.18797585185905,903
34750,-68047.80840097216,-55365.47427815327,301.3303422343251,903
35000,-68065.22249543946,-55370.379888828844,301.6275419189645,903
35250,-68182.54742192553,-55356.423728203226,304.74676070985566,903
35500,-68193.38336096238,-55372.44148211228,304.62364157155577,904
35750,-67773.35246843728,-55060.569955664454,302.053791378343,904
36000,-67755.10923964175,-55234.99658400117,297.4759846886866,904
36250,-67840.32811357279,-54839.1903906645,308.9050675956152,903
36500,-68016.2922566947,-55016.80939066311,308.86574844630275,903
36750,-67848.73112022923,-55188.066199482884,300.81548526767915,904
37000,-67895.16343493573,-55500.05034829481,294.50601381888913,904
37250,-68073.36316011316,-55487.52255708777,299.03767078590045,904
37500,-68043.31415949366,-55234.67814599187,304.33125607051255,904
37750,-67976.31416832487,-55178.692009009595,304.0695685594281,904
38000,-68230.0360320558,-55598.07216169516,300.1335526477483,904
38250,-67786.56138181721,-55042.4450786364,302.7982775033496,903
38500,-67840.19565710792,-54894.65519815212,307.58408500582914,903
38750,-67855.67527142481,-55282.09675510961,298.7463254586833,903
39000,-67774.21154067724,-54877.08562646306,306.4337627390578,903
39250,-67829.49346810346,-54999.59185367508,304.83652353492187,903
39500,-67506.96793197002,-54952.34975263663,298.2958307172361,902
39750,-67771.73269965057,-55119.137767763226,300.62374355190656,902
40000,-67781.64202622214,-54997.49141908885,303.7494865153726,900
40250,-68050.95417403406,-55257.12567490875,303.9794317666035,898
40500,-67870.89978094143,-55286.36991394719,299.0065278958755,898
40750,-67958.72834228032,-55320.533952436235,300.28158884913387,898
41000,-67699.29630567494,-54724.94292615063,308.26867564439766,898
41250,-67883.4110056751,-54876.60418385896,309.03976452896507,898
41500,-67779.26896966685,-55035.73571674636,302.78442431727353,898
41750,-68016.85018879728,-55226.705897763895,303.8918955390879,898
42000,-68038.38648464758,-55538.69685535302,296.9907366689838,898
42250,-68062.59667047701,-55529.887657931366,297.7752722252198,898
42500,-68358.1388996995,-55447.167626874696,306.76272636736877,898
42750,-68066.28304452565,-55565.8710419999,297.00790014779375,898
43000,-67648.3470214521,-55146.87655543763,297.03304908033294,898
43250,-68044.9197355744,-55524.928457639064,297.4731007727522,898
43500,-68239.33590494964,-55908.82212284516,292.97114410519487,898
43750,-67853.65756796295,-55556.58855394734,292.1765014694963,897
44000,-68187.96681068512,-55393.177394293365,304.0022630156425,897
44250,-67731.26338234771,-55201.49082397338,297.7055025178592,897
44500,-68177.46369828976,-55547.46269644186,300.0869151885099,897
44750,-67989.46521989297,-55128.09083238401,305.5843118672265,897
45000,-68097.05832272052,-55373.496000731364,302.3099180163042,897
45250,-67503.77768374316,-54722.378375813016,303.6841160620757,897
45500,-67737.69849109591,-54679.612357377424,310.2581532305587,897
45750,-67746.47508794576,-54652.762523971905,311.10463182964554,897
46000,-67832.16952270572,-54979.23750017141,305.3837225512188,897
46250,-67946.73777487362,-55203.08798058983,302.7871933224541,897
46500,-68357.48047457839,-55635.666759634565,302.2683713771524,897
46750,-68159.60283261508,-55778.08530499105,294.1829853911761,897
47000,-67827.74413241213,-55348.79992820788,296.49782850383684,897
47250,-68148.06990295177,-55778.116320637695,293.90822779812714,897
47500,-68251.04693066812,-55587.329803116794,300.8880052401232,897
47750,-68242.7438967874,-55469.85196306172,303.4819821365916,897
48000,-67740.48192508891,-55364.087709055515,294.0612562820051,897
48250,-68106.7575347969,-55470.66944700101,300.231543430768,896
48500,-67864.61407364608,-55120.60846809449,302.79564734440766,896
48750,-67790.23589709587,-55214.133556420915,298.8062911440768,896
49000,-68221.51415223826,-55517.612786186044,301.8427766743589,896
49250,-68241.96417500835,-55341.1527770214,306.5213292765574,896
49500,-68083.41033447295,-55145.116579173075,307.4119044220688,896
49750,-67861.22952857887,-55367.217338373404,296.85584157418793,896
50000,-68089.426298848,-55315.018841388985,303.51799075147346,894
50250,-67951.45249376365,-55262.88653164834,301.47840979426724,892
50500,-67743.33895490592,-55316.322855743754,295.2640245752874,892
50750,-67930.25439946272,-54893.959426814574,309.74039853655523,892
51000,-67655.64144685393,-55008.62010219734,300.49131596157093,892
51250,-67851.91759997403,-55201.25020890572,300.57794547333145,892
51500,-67733.78926565993,-55250.3940697143,296.6035833949889,892
51750,-67626.01310798636,-54910.01290107489,302.130243304827,892
52000,-67645.31615980208,-54623.27970970591,309.40161819543397,892
52250,-67844.6241486533,-55172.36069371231,301.0910646874011,892
52500,-67741.8447821886,-55059.18592589168,301.3380578526899,892
52750,-67849.25977631932,-55032.21476911468,304.53105249014527,892
53000,-67839.12990363542,-54934.059608105046,306.6225200385947,891
53250,-68044.43911117152,-55292.75919900206,302.9779877099256,891
53500,-67645.43591271446,-54726.816438710084,306.94444647161765,891
53750,-67875.66643553221,-55258.05734106054,299.7924853418858,891
54000,-67800.73723573412,-55254.94896700326,298.0860333756747,891
54250,-67829.262439908,-55066.001833313145,303.25314325942605,891
54500,-67964.95568649279,-55513.303536181746,295.8493734276438,891
54750,-68260.39745598641,-55278.002087736095,308.45975208124156,891
55000,-67896.53831860231,-54869.413227731304,309.52252353126084,891
55250,-67985.82084722258,-55109.139178413316,305.9480105577222,891
55500,-67645.0403858383,-54883.69331815437,303.20767786407214,891
55750,-67682.37364462961,-55219.10850085993,296.1252963972933,891
56000,-68013.37709761597,-55627.805453782436,294.2793105796656,891
56250,-67877.14440062566,-54998.42529951414,305.996419641332,891
56500,-67397.60783928569,-54417.48345344077,308.40579388247454,890
56750,-67627.90720779146,-54884.81545336149,302.77393437985705,890
57000,-68036.68965607125,-55631.19511490909,294.7526756094933,890
57250,-68010.46117573103,-55399.15624132042,299.64269945150454,891
57500,-68371.49349042494,-55752.836825825274,299.81737544982064,890
57750,-68491.89386151114,-55935.78796959395,298.33117854340753,890
58000,-68534.01943358581,-55681.88943887039,305.36466649144245,890
58250,-68017.58824541123,-55434.26818978024,298.97778296070834,890
58500,-68369.34984616935,-55680.90035415953,301.4756424821616,890
58750,-68093.40694014262,-55248.85161371296,305.1846935176385,891
59000,-68099.83785682434,-55329.172776377585,303.4290724392009,891
59250,-68121.65368179075,-55371.781290030165,302.93504129815875,891
59500,-68302.10356452246,-55612.955165492545,301.49224840734195,891
59750,-67850.01151666953,-55127.24911788083,302.2909119619439,891
60000,-67517.0553470634,-55207.92921837984,292.4629766919648,890
60250,-68049.25778355188,-55217.61656361277,304.8778562989716,889
60500,-67820.8012499059,-55035.58011011401,303.7749222095647,889
60750,-67815.13337067125,-55143.35887545679,301.0794470781892,889
61000,-67646.7475470262,-54818.88823902648,304.78799864280535,889
61250,-67061.58946220449,-54810.072827361175,291.0941838241286,889
61500,-67790.93123470375,-54997.30308908166,303.97467139764376,889
61750,-67963.79717036424,-55316.301741745265,300.5025801248747,889
62000,-67889.06756790489,-55495.28886657901,294.47430902545284,890
62250,-67950.3164776552,-55209.426153802895,302.7216287220066,890
62500,-68027.25200581877,-55320.57039190724,301.9088349433517,890
62750,-68238.18116534111,-55687.16043865919,298.2103557858754,890
63000,-68032.8238509713,-55087.417557827896,307.5808972464013,890
63250,-67889.05630010564,-55200.48046255496,301.4786444331195,890
63500,-67727.94520458078,-55169.58888036886,298.38464847465053,890
63750,-67873.32955822488,-55170.35067138204,301.820858707747,890
64000,-68056.58854681748,-55251.31678310811,304.25132200384206,890
64250,-67779.00745898171,-55180.317013119,299.3429811098776,890
64500,-68081.87757449475,-55563.13971170009,297.44331981842294,891
64750,-68482.10658083513,-55612.99463776051,305.76815501818584,891
65000,-68081.51065805688,-55776.83251412067,292.35729324653636,891
65250,-67962.16865472647,-55268.33785096451,301.6035016361815,891
65500,-68184.48439746472,-55637.0963347776,298.12404423831856,891
65750,-68427.33637344529,-55725.83239066362,301.78581521013734,891
66000,-67971.96240435069,-55391.03323079407,298.92097596392574,891
66250,-67719.09836704872,-54947.359018229705,303.45459689338503,891
66500,-67571.3956980303,-54585.65379147377,308.53926532567635,891
66750,-67549.36374220485,-54948.40945771721,299.3967695735001,891
67000,-67873.29109518864,-55265.58701793739,299.5571436295511,891
67250,-67762.10790566658,-55071.469910247135,301.5276409924528,891
67500,-67764.81304712768,-55078.83847785686,301.4168386918874,891
67750,-67822.24038413266,-55138.602849480056,301.3613111025256,891
68000,-67949.35828753066,-55179.5569933473,303.40854900811604,891
68250,-67968.26957648451,-55363.38867261208,299.49006545670136,891
68500,-67727.88963799679,-54933.33305601252,303.9967309053062,891
68750,-67741.48206651374,-54920.76754190074,304.6182396692392,891
69000,-68052.39691830112,-55205.16513277835,305.24828578123083,892
69250,-67839.99743674498,-55128.70833990502,302.01830804145953,892
69500,-67497.91167260858,-54729.39526490716,303.37802029947414,892
69750,-67436.33963860001,-54306.49070104107,311.9632266051854,892
70000,-67859.62112672918,-55001.15971160086,305.51510008366387,891
70250,-67855.10131786187,-55168.23604348331,301.4380017106461,891
70500,-67827.29313142749,-55135.209647772484,301.56198557449113,891
70750,-68023.26462503965,-55332.530895146774,301.5299156290745,891
71000,-67987.47764354607,-55288.22239940392,301.7323855198863,891
71250,-67439.75840158667,-54959.022415251005,296.54040097650955,891
71500,-67672.11935840081,-54830.162935544155,305.12294396148405,892
71750,-67816.29630726762,-55178.94143679619,300.26164199570593,892
72000,-67562.83332046453,-54954.895823441504,299.56268964805463,892
72250,-67890.03649381426,-55110.805991017434,303.6325855798527,892
72500,-67943.12452048465,-55078.64793263917,305.6580196784252,892
72750,-67731.47650329163,-55124.171500475146,299.5476616812882,892
73000,-67850.43482006021,-55145.2261112617,301.87383894044837,892
73250,-67903.2496074764,-55402.39218565205,297.01848324301784,892
73500,-68088.12276324834,-55574.91681975796,297.31188225172355,892
73750,-67969.41183250444,-55076.50109427457,306.33361079465783,892
74000,-67692.36624626076,-55051.55194007332,300.34383766553674,892
74250,-67969.0560196247,-54802.038376061246,312.846349443007,892
74500,-67823.53612445039,-55055.79205841315,303.35966957824763,892
74750,-67818.19252366858,-54984.04789533565,304.9373369040998,892
75000,-67818.44221275917,-55202.036072200746,299.7639033386945,891
75250,-67824.45946960739,-55201.87406415312,299.9107217388243,891
75500,-67908.79972133716,-54846.3224114303,310.36248691321026,891
75750,-67993.8312632615,-54946.9096205543,309.9928866112814,891
76000,-67725.07743928948,-54569.86957198818,312.5657509436833,891
76250,-67460.1476787951,-54507.589839217544,307.7508169089522,891
76500,-67516.13387151022,-55044.66200230952,296.32028695335384,891
76750,-67900.04495249718,-55114.130316007475,303.79139958630526,891
77000,-67808.71161220688,-54999.451550279744,304.3460833667941,891
77250,-68042.97749947535,-55355.60484768718,301.45005692122476,891
77500,-67782.18389740831,-55189.46967349539,299.2009869794628,891
77750,-67684.10204009438,-55149.533974404505,297.819443046991,891
78000,-68248.75272632489,-55102.188480939425,312.3603797931665,891
78250,-67579.78103457275,-55012.65908951522,298.59291830130246,891
78500,-67724.80430067529,-55113.9884325614,299.63107931020096,891
78750,-67562.48839624703,-54591.548160414444,308.1875798660683,891
79000,-67879.01010577212,-54938.920447344135,307.454574809,891
79250,-67862.86375884042,-54992.29014099442,305.80288418986925,891
79500,-67908.50995034055,-55236.42013957893,301.08693892794014,891
79750,-67931.79415730876,-55006.68752930616,307.0985802702924,891
80000,-67721.638299593,-54761.74143828428,307.9251909562294,891
80250,-67773.50831528218,-55319.19005636813,295.9127197651553,890
80500,-67926.13582871051,-55289.98591876589,300.2330123156797,890
80750,-68066.40460886544,-55225.52588625945,305.0973379663877,890
81000,-68492.84991866816,-55588.40451604442,306.6076726775654,890
81250,-67901.67341573059,-55541.36329603696,293.6791005835623,890
81500,-68296.11592263047,-55699.87356142531,299.28481498836294,890
81750,-68107.24612294813,-55412.24034292577,301.63141889456904,890
82000,-68050.16342771082,-55456.06272611051,299.23392947979414,890
82250,-67938.16160561412,-55082.35790905834,305.4519530920085,890
82500,-67682.74736231373,-54888.42973961955,303.9910532686847,890
82750,-67601.19993519608,-54704.2795798094,306.42887869238,890
83000,-68170.17670160445,-55233.162508092646,307.3815022273484,890
83250,-68216.16764027678,-55756.33198441757,296.04381228279647,890
83500,-68475.67319058866,-55863.71441435261,299.65823463446986,890
83750,-68296.09014713537,-55690.22947617067,299.51334457475366,890
84000,-68471.40473436116,-55858.39542376484,299.6831951721157,890
84250,-68352.38881831698,-55796.672966165934,298.3219112575057,890
84500,-68205.73796437832,-55922.11567086063,291.8570094225019,890
84750,-67816.20352032804,-55575.53687575518,290.8363896949272,890
85000,-67863.40249357617,-55174.97724483104,301.4750664658562,890
85250,-67882.44537608401,-54957.70440677536,307.0898922749817,890
85500,-67976.60121900111,-55218.84681096615,303.1223168137266,890
85750,-68170.67463008949,-55184.28079392837,308.55475507456333,890
86000,-67978.84887358831,-55220.831874138734,303.1285559460558,889
86250,-67394.18861703476,-54924.89819945471,296.2684559925029,889
86500,-68030.77456652408,-55291.0778459952,302.6932688874165,890
86750,-67807.2684763695,-55389.25703711965,295.0500752165333,889
87000,-67400.54140217166,-54986.97250599443,294.9445210644741,890
87250,-68072.9478325877,-55468.37558065873,299.48273193316754,889
87500,-68428.14214362326,-55776.05442872294,300.6116921529443,890
87750,-67696.95391047129,-54973.12936428131,302.31614842368896,890
88000,-67671.06390256376,-54664.32714622503,309.0380997838103,890
88250,-68182.67263422097,-55552.20059375046,300.0981069950008,890
88500,-68004.8865105735,-55170.18989057926,304.95045214255697,890
88750,-67908.74475365755,-54973.907268188486,307.3297839731918,890
89000,-67694.7292630201,-55248.72367674415,295.71521191946516,890
89250,-67787.97051311808,-54826.88806350308,307.9533603552234,890
89500,-67944.91690911126,-55219.90249749116,302.34441944649905,890
89750,-68037.96628908423,-55402.38375860854,300.2195314652388,890
90000,-67999.04386842303,-55306.778766807576,301.56630078978577,889
90250,-68036.13733324519,-55203.338616487745,304.9053582484573,888
90500,-67567.90316882223,-55297.33035957598,291.5469556482192,888
90750,-67626.55692252418,-54800.828701188264,304.737364345718,888
91000,-67776.89785276918,-55124.15406643093,300.6272803111655,888
91250,-67653.74310939404,-55063.188811599684,299.14966746128863,888
91500,-67853.86767859012,-55023.70076332911,304.8428270426135,888
91750,-68220.23215247592,-55481.24568326218,302.67639342350003,888
92000,-67927.11338129704,-55313.69390642934,299.6929406132206,888
92250,-67879.57428003068,-54924.72403337492,307.80528415470724,888
92500,-67830.95713656937,-55283.56996154791,298.1240231475165,888
92750,-68128.89992048073,-55554.44129250385,298.7672367787644,888
93000,-67781.09107906756,-55114.1637313558,300.96427958601424,888
93250,-68101.39690148731,-55762.26625015581,293.1758796158685,888
93500,-67877.55436383537,-55361.57810161519,297.37770460609977,888
93750,-68253.19414943771,-55645.83343404863,299.54898540359375,888
94000,-68128.7268560424,-55631.84195523022,296.9240967440862,888
94250,-68439.63228768465,-55668.10592967953,303.44953626383375,888
94500,-68001.46021908871,-55586.28856065427,294.98260245349996,888
94750,-67935.07932119945,-55572.51618718018,293.7326318634691,888
95000,-68203.90314299846,-55896.52984913328,292.42132960156414,888
95250,-68331.13045929756,-55497.897184861475,304.91568327323256,888
95500,-67853.48030694138,-55484.67015041322,293.88106017424536,888
95750,-68394.48273990204,-55552.39272737823,305.1261180317878,888
96000,-67792.36781101214,-55030.66380540334,303.21615865522733,889
96250,-67878.14799127227,-55290.0041205656,299.0923960779432,889
96500,-67821.81756206288,-55263.88415987705,298.37459991122125,889
96750,-68141.51937885454,-55563.091848841286,298.8615372913778,889
97000,-68167.84681666456,-55650.12443389045,297.4191921665916,889
97250,-67899.39066230215,-55164.864965216606,302.57040615183536,889
97500,-67728.44225329685,-55128.13621330878,299.38136738215127,889
97750,-67672.12418276153,-55220.297603079,295.85351784315094,889
98000,-67944.51490600413,-55239.457082312496,301.87025393311035,889
98250,-67545.70754436468,-55030.032677476,297.37054349856925,889
98500,-67536.36450989003,-54822.890070199675,302.0702314573412,889
98750,-67848.9356080296,-55050.220908291405,304.0955271547746,889
99000,-67536.35896179103,-54786.54602717701,302.9336286053414,889
99250,-68252.34749116423,-55536.35284039425,302.13011129174475,889
99500,-67693.79625504755,-54836.130142836715,305.49620380652874,889
99750,-67691.64003459975,-54737.587709225336,307.7863256656426,889
100000,-67712.22373981471,-54705.77289746096,309.0313065107336,888
100250,-67778.59983635944,-54988.38595583569,303.8935489748627,887
100500,-67849.81777926697,-55096.769478245405,303.010500422264,887
100750,-68093.79166462424,-55450.14166658267,300.4112132754678,887
101000,-67595.75162493263,-55189.945763549185,294.760072530905,887
101250,-67844.44546626857,-55157.81938593066,301.43231849638664,887
101500,-67763.66042481724,-55177.86135598726,299.0366839396937,887
101750,-68039.07685124193,-55296.661238832836,302.75786934761794,887
102000,-67965.7817124293,-55459.86063949362,297.13879482821613,887
102250,-67803.19041877898,-55311.13968101429,296.8092377606049,887
102500,-67672.28056787944,-55046.0063997393,299.99836618280347,887
102750,-67708.95314595907,-54645.37785601907,310.3885747528736,887
103000,-67607.35807258333,-54962.82709827507,300.43214513843344,888
103250,-68504.41637860861,-55633.58440789225,305.8090226150272,888
103500,-68041.00090235402,-55404.31645139516,300.2457129293993,888
103750,-68296.27724246116,-55411.79677637195,306.1333088025583,888
104000,-68073.89857798693,-55474.22220896586,299.36640649512975,888
104250,-67590.86785238283,-54871.69475014182,302.20563081837656,888
104500,-68037.88694762177,-55445.187219475105,299.20064256224714,888
104750,-68027.84527553426,-55584.216071214236,295.6587494433055,888
105000,-68472.79782897758,-55668.14098231692,304.2367116676893,888
105250,-68105.7084111459,-55534.78978909488,298.683126772923,888
105500,-68161.60585440265,-55483.21905377903,301.2365544554751,889
105750,-67882.7347173802,-55238.38955830567,300.42773019655976,889
106000,-68033.80800685368,-54980.23906048236,310.15082554181646,889
106250,-67898.12858365261,-55119.69839332084,303.6135702766242,889
106500,-67859.01279283734,-54948.23449095106,306.75814140703096,889
106750,-67923.01583187416,-55148.44224580185,303.52193794222023,889
107000,-67692.33953139535,-54984.472868000856,301.93699153998523,889
107250,-67842.77438233513,-55188.12012106355,300.6726729068752,889
107500,-67944.26056852809,-55325.70555988804,299.81496011958217,889
107750,-67891.62762884592,-55069.02505030419,304.66309954526776,890
108000,-67689.65748156368,-54785.63222452934,306.59769008185276,890
108250,-67536.97421346942,-54908.60718258156,300.0480922854211,890
108500,-68137.88417853514,-55414.56809412694,302.3040674485915,890
108750,-67751.7910237888,-55089.46075994504,300.855053568011,890
109000,-68342.88728684932,-55649.42496042483,301.5947466703266,890
109250,-67966.39616020507,-55070.74865728681,306.39863591008077,890
109500,-67117.8382441625,-54248.46776638273,305.774297763711,890
109750,-67479.31260399567,-54499.83429841371,308.39044311306077,890
110000,-67493.54471222876,-54766.42609516118,302.39441504994875,889
110250,-67543.30311516766,-54712.81070913351,304.85056065419576,887
110500,-67348.86866406718,-54385.01046518813,308.01931173827273,887
110750,-67820.47964852379,-54988.746139393945,304.8800490761971,887
111000,-67954.77249018109,-55122.509750986996,304.89262350254756,887
111250,-68156.01570143388,-55503.42292759608,300.6236922769753,887
111500,-68233.31717110024,-55512.93844954175,302.2342761511695,887
111750,-68122.54279451806,-56001.00300996646,288.00595350298676,888
112000,-68501.20843867026,-56023.29719392398,296.4732855432139,888
112250,-68318.66064971592,-55809.869419869035,297.2069893226951,888
